time,hip_flexion_l_velocity,hip_adduction_l_velocity,hip_rotation_l_velocity,knee_angle_l_velocity,ankle_angle_l_velocity,subtalar_angle_l_velocity,hip_flexion_r_velocity,hip_adduction_r_velocity,hip_rotation_r_velocity,knee_angle_r_velocity,ankle_angle_r_velocity,subtalar_angle_r_velocity
34.365,93.664080301359,-4.12280539814465,52.4988062594404,-44.8251112188157,17.0522022749163,-43.6014718252279,69.3479558531901,-13.3264797247568,-32.7574699332044,-28.6243026190732,-4.83125144145181,38.8072938391409
34.37,89.4302572687136,-2.01654367440835,53.8407817454155,-41.921184260883,16.0362975428377,-44.9822265521374,64.6688070386613,-12.2346672364036,-31.8798464948088,-26.4533852951125,-5.50913620738565,36.6335115339393
34.375,84.9697831440606,-0.165078447640743,54.6899082031994,-39.1275980630773,15.0771158611531,-45.8819080011234,59.9589805644774,-11.2177491040964,-30.9902591787784,-24.4308889677262,-6.15748718648115,34.6027349612347
34.38,80.2935509710625,1.43238492196922,55.0470937890572,-36.4417030410829,14.1699148202725,-46.3108627671776,55.231787773631,-10.2777611172868,-30.0814534004448,-22.552703860413,-6.77065613415994,32.6988060280976
34.385,75.4153133486637,2.78038128615527,54.9198592718483,-33.8594002532088,13.3089914355512,-46.2851625753158,50.5004207431552,-9.41541599292195,-29.1464326498922,-20.8130882425586,-7.34258295629393,30.9037294688641
34.39,70.3512292196391,3.8869533250154,54.3219915529983,-31.3752463440066,12.4878519144723,-45.8260476868537,45.777613827635,-8.63012845823471,-28.1786313235279,-19.2047754676056,-7.86702536541576,29.1981894466404
34.395,65.119384461781,4.76336150425342,53.2730916449931,-28.9825791159282,11.6993991296584,-44.959297937967,41.0753376281672,-7.92006538666301,-27.1720709923437,-17.7191033350631,-8.33779979375364,27.5620931200874
34.4,59.7393033096203,5.4237444488394,51.7980317784856,-26.6736612365227,10.9361300114799,-43.7145517717415,36.4045341146662,-7.28221931903637,-26.1214987620947,-16.3461632539894,-8.74902755842101,25.9751227850411
34.405,54.2314662335323,5.88473871527181,49.926337588581,-24.439839073885,10.1903349553164,-42.1245937155961,31.7748994491686,-6.71250316888488,-25.0225067059517,-15.0749663073975,-9.09537996044797,24.4172775555134
34.41,48.6168478847046,6.16506759395621,47.6915119414786,-22.2717132083312,9.45429182186796,-40.224629945619,27.1947188008622,-6.20586343869806,-23.8716314327097,-13.8936230078584,-9.37231567674646,22.869386021939
34.415,42.9164863014173,6.28510899309303,45.1303170124074,-20.1593168028165,8.72044795753284,-38.0515700903172,22.6707552160659,-5.7564089005999,-22.6664327861014,-12.7895332839044,-9.57630358372058,21.3135728033675
34.42,37.1510921015019,6.26645267476693,42.2820309274711,-18.0922977463297,7.98158457334085,-35.6433315796117,18.2081925260442,-5.35755144599825,-21.4055506330283,-11.7495830282268,-9.70502416454264,19.7336641951079
34.425,31.3407041432049,6.13145713517278,39.1876948356682,-16.0601003396668,7.23095863235097,-33.0381808822635,13.8106304272525,-5.00215568428779,-20.0887388572657,-10.7603433647576,-9.75754296950749,18.1155209948102
34.43,25.5043962192496,5.90281621389235,35.8893657620996,-14.0521422970508,6.46241818189481,-30.2741239458974,9.4801282749619,-4.6826938449867,-18.7168760848875,-9.80826866504127,-9.73445018723032,16.4472898906621
34.435,19.660037659359,5.60314504519189,32.4293899578205,-12.0579830103959,5.67048802662497,-27.3883559960468,5.21729275973361,-4.39140258433122,-17.2919532611597,-8.87988930209608,-9.63796115550114,14.7195683256293
34.44,13.8241090429432,5.25459421634993,28.8497105754823,-10.067479366298,4.85042389468085,-24.4167785213381,1.02140342281364,-4.12043841186469,-15.8170388414963,-7.96199522157527,-9.47197352875082,12.9254812673592
34.445,8.01157240778582,4.87849999436979,25.1912222404109,-8.07092589354586,3.99823478846146,-21.3935887655804,-3.10943111237867,-3.8620286448357,-14.296222915058,-7.04180667214585,-9.24207779626502,11.0606716221427
34.45,2.23579346906933,4.49507726627073,21.4931834717916,-6.05917662643783,3.11067496218831,-18.350944387688,-7.17809416106264,-3.60861507004878,-12.7345419843476,-6.10712888354478,-8.95551889594195,9.12320914945081
34.455,-3.49148830292697,4.12316045998333,17.7926960819482,-4.02374676920452,2.1852088421077,-15.3187031966524,-11.1882676773206,-3.35298782363835,-11.1378863922415,-5.14648808951911,-8.621107774761,7.11342578469987
34.46,-9.16014715433176,3.77999622252933,14.1242587944656,-1.95689299595795,1.21995406117381,-12.3242351545698,-15.1442330642313,-3.08840735796307,-9.51289257310902,-4.14924700598871,-8.24908290370776,5.03368823986421
34.465,-14.7616222896802,3.48109007797211,10.5194004580706,0.148328034630681,0.213609421955183,-9.39230136354406,-19.0506741364554,-2.80871272855896,-7.86682246486109,-3.10569861845087,-7.85092297686859,2.88812139555703
34.47,-20.2888395490684,3.24010771181567,7.00639640560749,2.29802267811177,-0.834624169471638,-6.54499269567402,-22.9124896173015,-2.50841478981179,-6.20743258840621,-2.00713783818966,-7.4391133252859,0.682298033250468
34.475,-25.7361103338477,3.06882997119854,3.61006971317935,4.49744392799776,-1.92512109843082,-3.80171923422634,-26.734621709549,-2.18277322878294,-4.54283548736198,-0.845911211277607,-7.02686995948321,-1.57708835127753
34.48,-31.0990145140016,2.97715917383374,0.35167735166837,6.75099424306459,-3.05789810650471,-1.17924087158971,-30.521906308886,-1.82785668737396,-2.88135639970783,0.384554610298059,-6.62782661961011,-3.88255073529755
34.485,-36.3742737890222,2.97317292530674,-2.7511205114939,9.06224571681842,-4.23266321226072,1.30827070450818,-34.2789493533044,-1.44058551558033,-1.23138815786301,1.68974450880446,-6.25569175301433,-6.22611977810105
34.49,-41.5596215395394,3.06322039083707,-5.68421149835749,11.4339753941189,-5.44884037794626,3.64914783541048,-38.0100326159483,-1.01875694946456,0.398752655997194,3.07406522924997,-5.92388393833361,-8.59962511248569
34.495,-46.6536745945805,3.25205488574352,-8.43690736879056,13.8682133282103,-6.70556634686766,5.83412851327147,-41.7190509510959,-0.561052702347521,2.00096535893377,4.54087281406411,-5.64515589402652,-10.9949358154723
34.5,-51.655811559478,3.54299577240091,-11.0017523565578,16.3663008887998,-8.00165929486613,7.85624992645438,-45.4094816096107,-0.0670290942345409,3.56749789202233,6.09251554422962,-5.43121876900729,-13.4041530470666
34.505,-56.5660614388078,3.93811202312769,-13.3742715435476,18.9289568680908,-9.33556254920562,9.71073751749552,-49.0843847969613,0.462910052289892,5.09107022196099,7.73039088159007,-5.29237977812523,-15.8197523976252
34.51,-61.3850052766109,4.43841946851599,-15.5526685604001,21.5563490565476,-10.7052701930633,11.394890014036,-52.7464332059125,1.02755740274976,6.56498643794256,9.45501504654316,-5.23720721901773,-18.2346783445083
34.515,-66.1136924294855,5.0440837133656,-17.5374828770646,24.2481691272742,-12.1082444075003,12.9079574700559,-56.3979668651724,1.62496245955627,7.98323401460105,11.2661039656993,-5.27223728263733,-20.642397867651
34.52,-70.7535719437998,5.75462094403044,-19.3312176062533,27.0037088384175,-13.5413365213824,14.2510061176956,-60.0410683974508,2.25250747605737,9.34056913998917,13.1626643204112,-5.40173670730298,-23.0369241624838
34.525,-75.3064384354714,6.56908932016923,-20.9379490737241,29.8219357149368,-15.0007247011943,15.4267613956058,-63.6776527971152,2.90699780389645,10.6325873643398,15.1430932911489,-5.62753415352418,-25.4128240170244
34.53,-79.7743909836557,7.48626428740778,-22.3629294310607,32.7015665001398,-16.4818808280903,16.4394196300542,-67.3095652256441,3.58476514229196,11.8557790853894,17.2052853319427,-5.94893112858757,-27.7652232866784
34.535,-84.1598029201233,8.50479192772218,-23.6121933359148,35.6411367861604,-17.9795772347792,17.2944201894146,-70.9386801370257,4.28178171039356,13.0075695509796,19.3467439650017,-6.36270030977253,-30.0898235816855
34.54,-88.4653000284731,9.62331535517796,-24.6921792419831,38.6390653565721,-19.48794067638,17.9981737267067,-74.5669952644422,4.99378289189842,14.0863431545617,21.5646962193514,-6.8631752749877,-32.3829397470822
34.545,-92.6937445287492,10.840570143029,-25.609375166516,41.693711916916,-21.0005566031266,18.5577478188966,-78.1967145481146,5.71639545105185,15.0914518650227,23.8562070071571,-7.44243124717456,-34.6415625596511
34.55,-96.8482222584606,12.1554458170205,-26.3699979701669,44.8034270642264,-22.5106221663469,18.9805177470545,-81.8303148497498,6.44526805065646,16.023207715795,26.2182904800727,-8.09055196027321,-36.8634453537313
34.555,-100.932030570648,13.5670115620665,-26.9797142043999,47.9665935578108,-24.0111421225544,19.273796019474,-85.4705921373394,7.17620056485516,16.8828594142345,28.6480152642156,-8.79597363501287,-39.0472081242023
34.56,-104.948664565334,15.074505465005,-27.4434094570191,51.1816581949612,-25.4951584326638,19.4444584769264,-89.1206836277298,7.90526859514722,17.6725533339329,31.1426004635633,-9.54589366347077,-41.1924488494972
34.565,-108.901799359294,16.677287851445,-27.7650118706923,54.4471538657275,-26.9560021605692,19.4985869132384,-92.7840631457082,8.62893966518057,18.3952794141414,33.6994994791658,-10.3267291168459,-43.2998497101699
34.57,-112.795266243503,18.3747605477689,-27.9473741423834,57.7617116464724,-28.3875552939079,19.4411480694203,-96.4645077638259,9.34417777035259,19.054802787275,36.3164690317661,-11.124608630911,-45.371265538896
