time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
32,-5.26070636,-10.08736934,-25.8200013,-1.0491094,-1.96987936,16.12690822,-4.52578112,-8.97541935,-16.82359382,-2.08498981,0.16088037,12.89587849
32.005,-5.24497904,-10.0825468,-25.77427563,-1.04422932,-1.90678788,15.99375526,-4.51812774,-8.97010039,-16.81468657,-2.07484818,0.19984764,12.79358424
32.01,-5.17644888,-10.07757055,-25.60609051,-1.02958433,-1.84937128,15.74340931,-4.44027742,-8.97088082,-16.73135822,-2.09561887,0.21787138,12.59511586
32.015,-5.27196017,-10.08175869,-25.82126936,-1.040376,-1.91241216,16.22199593,-4.55347808,-8.97806804,-16.86673212,-2.08024283,0.21475153,12.94074554
32.02,-5.19634149,-10.07819055,-25.72442098,-1.05483389,-1.85975541,16.04557566,-4.47247438,-8.98276991,-16.82927881,-2.12014588,0.23791321,12.80095888
32.025,-5.19450563,-10.05235158,-25.64766416,-1.02154494,-1.83534134,15.84292642,-4.49929218,-8.99236541,-16.80227589,-2.07072827,0.2471049,12.64131734
32.03,-5.28611863,-10.07157016,-25.80910216,-1.03146501,-1.87111737,16.29668521,-4.57450547,-8.98699406,-16.90525077,-2.09109327,0.25305703,12.9657151
32.035,-5.16019305,-10.08060118,-25.74377269,-1.09174183,-1.79558367,16.08906975,-4.45237835,-8.99050266,-16.91887783,-2.15795091,0.30021412,12.80441253
32.04,-5.19505571,-10.0524181,-25.66582474,-1.02180784,-1.83835857,15.98231285,-4.5082326,-8.99431717,-16.86894895,-2.07630053,0.26922475,12.72017864
32.045,-5.16075167,-10.05906844,-25.61302058,-1.02660518,-1.82387272,15.90001162,-4.46664502,-8.98902518,-16.84634493,-2.09763881,0.27262746,12.65495128
32.05,-5.21319496,-10.05354065,-25.73769039,-1.01281724,-2.01122533,16.17123804,-4.5200005,-8.99608155,-16.9091068,-2.07597602,0.15994863,12.84896815
32.055,-5.18393931,-10.05789127,-25.70184639,-1.01521169,-1.98540745,16.10883623,-4.48591162,-8.99280701,-16.89547982,-2.09452498,0.17239706,12.80012895
32.06,-5.18151489,-10.05637733,-25.73730067,-1.01294413,-1.93925813,16.17444672,-4.48769948,-8.99377592,-16.92035842,-2.08614623,0.21985701,12.85270749
32.065,-5.16448637,-10.04982338,-25.68051343,-1.00459153,-1.91932467,16.03671328,-4.48262134,-8.99546618,-16.89944151,-2.0704669,0.22036481,12.74565342
32.07,-5.13204198,-10.05537843,-25.6755918,-1.02099869,-1.90599699,16.00889029,-4.44334744,-8.99266357,-16.91025106,-2.09773687,0.22832777,12.72323362
32.075,-5.08623267,-10.05848681,-25.61841085,-1.03049195,-1.87816249,15.91118271,-4.38998864,-8.99063348,-16.88841757,-2.12245337,0.23989832,12.64640943
32.08,-5.12559486,-10.0412953,-25.61146488,-0.97957835,-1.92836174,15.82460577,-4.44826219,-8.98984774,-16.8796796,-2.06643711,0.19712338,12.57978863
32.085,-5.19150881,-10.05862541,-25.74324082,-0.99381008,-2.01677202,16.23709785,-4.48976039,-8.98956722,-16.91883313,-2.08059571,0.14661695,12.89291632
32.09,-5.1771973,-10.05470939,-25.69678803,-0.98870139,-1.96567003,16.08442099,-4.48232643,-8.98763245,-16.91511442,-2.07250102,0.17231415,12.77368355
32.095,-5.13649915,-10.06057503,-25.67580249,-1.00522319,-1.94298781,16.03120064,-4.43576354,-8.98430103,-16.91885787,-2.09619496,0.18551752,12.7325189
32.1,-5.10340039,-10.06490483,-25.63551974,-1.01166624,-1.92095918,15.9610808,-4.39635083,-8.98097717,-16.90754999,-2.1119818,0.19589135,12.67854173
32.105,-5.14093123,-10.06034082,-25.64209852,-0.98274385,-1.93972244,15.92884665,-4.44634829,-8.9737045,-16.903971,-2.06118294,0.18221645,12.66192292
32.11,-5.10698623,-10.06633613,-25.57678551,-0.98598487,-1.91991402,15.83882689,-4.40187851,-8.96862465,-16.87474391,-2.08199038,0.18666527,12.59314338
32.115,-5.09803826,-10.06672183,-25.56831866,-0.98534704,-1.93312004,15.7183348,-4.40822478,-8.96317428,-16.87597517,-2.05133373,0.16965966,12.51111346
32.12,-5.07304243,-10.07320192,-25.53755821,-0.98896397,-1.92328995,15.67057891,-4.37243576,-8.9536725,-16.86371148,-2.06947857,0.17181009,12.47473263
32.125,-5.03439207,-10.07953875,-25.44892612,-0.98708329,-1.8976588,15.5514982,-4.32054438,-8.94789777,-16.82397443,-2.08923867,0.17792035,12.3830592
32.13,-5.05693742,-10.08328133,-25.5043358,-0.98137409,-1.93974127,15.49917124,-4.36392669,-8.93819397,-16.85501904,-2.03876265,0.14696938,12.35945265
32.135,-5.14963077,-10.11789198,-25.76557211,-0.97446494,-2.12294314,16.05618183,-4.3987481,-8.92093215,-16.90075569,-2.0718704,0.03425047,12.82812198
32.14,-5.11560744,-10.12466382,-25.70614222,-0.98212677,-2.08831768,15.97296263,-4.35749093,-8.91486318,-16.87305216,-2.09329113,0.05091188,12.76255248
32.145,-5.09192273,-10.12877812,-25.65655301,-0.98428282,-2.05502411,15.8913603,-4.33195469,-8.90901346,-16.85214847,-2.09725981,0.06759071,12.70034489
32.15,-5.10469029,-10.13345951,-25.67996485,-0.98407053,-2.02126617,15.79847596,-4.36813555,-8.89763559,-16.86459948,-2.06440031,0.08643175,12.64366222
32.155,-5.07811935,-10.13778678,-25.59957203,-0.968764,-1.99528497,15.70014683,-4.32620106,-8.88663239,-16.82877974,-2.0567782,0.09570762,12.56651312
32.16,-5.04450209,-10.14861716,-25.56943589,-0.99408552,-1.97514544,15.63102566,-4.28746391,-8.88084118,-16.82188785,-2.08586407,0.10511122,12.51571541
32.165,-5.16273051,-10.19050612,-25.85252857,-0.99565769,-2.09585732,16.13317506,-4.36521757,-8.85275547,-16.87508217,-2.08775509,0.04343403,12.96408243
32.17,-5.15000546,-10.19507277,-25.79683633,-0.99099841,-2.02193342,15.9854321,-4.36367928,-8.8443245,-16.8569841,-2.07854377,0.084066,12.85105828
32.175,-5.11220652,-10.20399777,-25.72138854,-1.00433561,-1.99229609,15.88389266,-4.31261719,-8.83871206,-16.82550259,-2.10202722,0.09664622,12.77052253
32.18,-5.07128413,-10.21273744,-25.67294999,-1.00931819,-1.96412944,15.78675775,-4.26883422,-8.832469,-16.81117974,-2.1086837,0.11077266,12.69618341
32.185,-5.11233125,-10.22191044,-25.72412305,-0.99421686,-2.00253387,15.71493436,-4.32485531,-8.80901117,-16.83277763,-2.0633456,0.08318875,12.66612546
32.19,-5.19838822,-10.25647127,-25.91776263,-1.01412806,-1.98976753,16.22928052,-4.36117983,-8.79375989,-16.8496392,-2.09880616,0.10876228,13.09915107
32.195,-5.16451487,-10.26238115,-25.84622576,-1.02127439,-1.96223912,16.12672634,-4.31650514,-8.78869574,-16.81918292,-2.11913437,0.1200881,13.01820792
32.2,-5.11681991,-10.27096468,-25.72268791,-1.01802867,-1.91971863,15.93433746,-4.25937403,-8.78242193,-16.7606439,-2.13573515,0.13421152,12.86808297
32.205,-5.16820026,-10.28902206,-25.85431242,-1.0070247,-2.00064445,15.94824815,-4.3197618,-8.75270364,-16.8231776,-2.09312399,0.08936403,12.91229901
32.21,-5.13077661,-10.29781954,-25.76508117,-1.01198114,-1.97269847,15.82690149,-4.27104958,-8.7459247,-16.78042357,-2.10974247,0.09870911,12.81793479
32.215,-5.10071982,-10.30264433,-25.68215576,-1.01023679,-1.94830876,15.71120133,-4.2324961,-8.7370486,-16.73904337,-2.12030823,0.10584184,12.72795787
32.22,-5.15010922,-10.32829796,-25.83380364,-1.02207299,-2.03719456,15.7175978,-4.292572,-8.70939491,-16.81796401,-2.05722751,0.05220559,12.77814605
32.225,-5.12168381,-10.3380021,-25.78318814,-1.01242973,-2.03535856,15.61426986,-4.26160339,-8.70046617,-16.7733282,-2.06664463,0.04219133,12.71398858
32.23,-5.0822882,-10.34453358,-25.67251001,-1.01090572,-2.00286887,15.47605837,-4.20477167,-8.69042208,-16.71355629,-2.09567904,0.05054138,12.60574016
32.235,-5.08701072,-10.35674885,-25.72374557,-1.01470839,-2.02858115,15.4121187,-4.22248906,-8.67019077,-16.74285206,-2.05919703,0.03272357,12.58074089
32.24,-5.05627921,-10.36732158,-25.68080599,-1.02251161,-2.01341525,15.35217497,-4.18164833,-8.66477398,-16.72318411,-2.08207686,0.03792821,12.53571561
32.245,-5.25023134,-10.425392,-26.08860697,-1.02977786,-1.99811189,16.16166813,-4.28867813,-8.63327609,-16.78727721,-2.13287909,0.09183333,13.26564865
32.25,-5.20028738,-10.43017054,-25.95292152,-1.02590631,-1.95700201,15.97755225,-4.22648999,-8.62560805,-16.72095914,-2.15243341,0.10517292,13.11840425
32.255,-5.20752939,-10.43690468,-25.97702089,-1.02327333,-1.97921447,15.88203246,-4.25935217,-8.61126436,-16.73826145,-2.10330289,0.09095978,13.05923186
32.26,-5.17450014,-10.44287944,-25.89270272,-1.02062713,-1.95601108,15.77295677,-4.21290126,-8.60129957,-16.69785814,-2.11846066,0.0975116,12.97195015
32.265,-5.09927117,-10.47556553,-25.86272094,-1.0227973,-1.96497479,15.46839762,-4.15868267,-8.55461369,-16.70744117,-2.08558885,0.10307325,12.75244421
32.27,-5.06087432,-10.48508865,-25.80274523,-1.0288884,-1.95856372,15.38739182,-4.10644914,-8.54879981,-16.67509545,-2.10445042,0.09533709,12.69370999
32.275,-5.18183536,-10.50972118,-26.09083727,-1.02494009,-2.19900062,15.86653324,-4.17355844,-8.53881711,-16.70702706,-2.10997971,-0.08306329,13.16954774
32.28,-5.13622221,-10.51426695,-25.95433806,-1.01638604,-2.14440391,15.69784614,-4.11427368,-8.52946854,-16.63999772,-2.1323733,-0.0613043,13.03196012
32.285,-5.0894255,-10.5186335,-25.83227511,-1.01167718,-2.09450469,15.52671177,-4.05414251,-8.52159663,-16.58284728,-2.1552979,-0.04176184,12.89368158
32.29,-5.14217711,-10.53663077,-25.99168699,-1.0245068,-2.10777911,15.55066277,-4.13846735,-8.50084061,-16.67350374,-2.1029848,-0.03677136,12.94331855
32.295,-5.09103319,-10.54257684,-25.85317295,-1.02486277,-2.06236043,15.38230509,-4.06836973,-8.49350399,-16.60629961,-2.13384612,-0.02127776,12.80714301
32.3,-5.06642515,-10.54740537,-25.81909898,-1.02431909,-2.04586737,15.31678538,-4.03939133,-8.48650612,-16.59562962,-2.13447098,-0.01350696,12.75693242
32.305,-5.12618165,-10.56668925,-25.97666835,-1.0107304,-2.11114601,15.34684118,-4.12101524,-8.45796057,-16.65812941,-2.08152659,-0.05070073,12.82782053
32.31,-5.07404589,-10.57478154,-25.84699879,-1.01257452,-2.06903729,15.19907166,-4.04618971,-8.44964672,-16.59616548,-2.1089735,-0.0358073,12.70728891
32.315,-5.24567835,-10.62452296,-26.21688389,-1.03372077,-2.14404925,15.90428549,-4.15273876,-8.42664689,-16.65340591,-2.12868817,-0.05316737,13.37317723
32.32,-5.20741474,-10.62779297,-26.14048698,-1.03296238,-2.10938587,15.79740957,-4.10366463,-8.41681177,-16.62033082,-2.14753903,-0.03770292,13.28451168
32.325,-5.17399652,-10.634356,-26.0674585,-1.02795229,-2.07448637,15.67519997,-4.07005937,-8.41265052,-16.59106378,-2.15384231,-0.02231486,13.18547928
32.33,-5.16412693,-10.63298987,-26.01368336,-1.01719773,-2.04919653,15.54232669,-4.05982776,-8.40520289,-16.57563147,-2.13893951,-0.01273021,13.08366876
32.335,-5.13882863,-10.63885636,-25.99969553,-1.03115015,-2.03408486,15.48495256,-4.03364204,-8.39926597,-16.58044037,-2.15232463,-0.0044992,13.04002634
32.34,-5.1919929,-10.64542032,-26.07942643,-1.02162959,-2.07619849,15.44037238,-4.10673852,-8.38137055,-16.62151799,-2.10010069,-0.0314465,13.03153314
32.345,-5.14156002,-10.65482916,-25.99172037,-1.02700588,-2.04388268,15.32340601,-4.04085258,-8.37464379,-16.58375861,-2.12668445,-0.01939604,12.93668711
32.35,-5.20687539,-10.6648253,-26.12000281,-1.00427417,-2.14173625,15.41682587,-4.10088704,-8.36026777,-16.62226302,-2.09374872,-0.08315875,13.05105454
32.355,-5.1601964,-10.67319746,-26.05569379,-1.02574379,-2.10983182,15.33577025,-4.0382211,-8.35420991,-16.59832142,-2.13129595,-0.06771268,12.98652671
32.36,-5.31633767,-10.68487257,-26.28178517,-1.02708706,-2.18655425,15.83225937,-4.14780002,-8.36022319,-16.61120744,-2.13116549,-0.10053996,13.4420804
32.365,-5.26104691,-10.68648924,-26.19017398,-1.02569791,-2.12602676,15.65640614,-4.09374979,-8.35248774,-16.57657089,-2.15262668,-0.06782978,13.29584939
32.37,-5.2897943,-10.68330064,-26.20117493,-1.01029346,-2.1083138,15.58859072,-4.13061311,-8.34940034,-16.59628726,-2.12451292,-0.05441938,13.24486446
32.375,-5.25066231,-10.68776239,-26.15754757,-1.02241151,-2.08289617,15.51314582,-4.08332893,-8.34627525,-16.58484395,-2.14958514,-0.04233254,13.18323087
32.38,-5.22182849,-10.68980223,-26.09717212,-1.02842157,-2.0596543,15.4162802,-4.04916846,-8.34104864,-16.55942245,-2.16506545,-0.03328184,13.105091
32.385,-5.39498683,-10.69281595,-26.32848264,-1.00629201,-2.14156194,15.81868315,-4.19833832,-8.34350832,-16.59574739,-2.14387639,-0.07488658,13.46221441
32.39,-5.34938384,-10.69441695,-26.25213073,-1.02152081,-2.10921328,15.70413645,-4.1463297,-8.34767979,-16.56314913,-2.16685772,-0.05877923,13.36580979
32.395,-5.36656234,-10.68883331,-26.23593196,-1.00184187,-2.09430503,15.58281588,-4.17307962,-8.34166663,-16.57456069,-2.1346735,-0.05123732,13.27082741
32.4,-5.32615195,-10.69093956,-26.11783104,-0.99898883,-2.0587741,15.42210016,-4.11913456,-8.33720757,-16.5198164,-2.15756009,-0.04040981,13.13746208
32.405,-5.37337774,-10.68429657,-26.23089509,-0.97550179,-2.17423479,15.44173697,-4.17107507,-8.33382906,-16.57505919,-2.12476695,-0.11701153,13.16399292
32.41,-5.48884028,-10.69013635,-26.37822732,-0.99483933,-2.12570803,15.8714258,-4.25125019,-8.34939738,-16.58448685,-2.15727101,-0.06284571,13.50263246
32.415,-5.43912972,-10.69527661,-26.31255916,-1.00425054,-2.08344563,15.83009568,-4.22628868,-8.34649953,-16.64462856,-2.16371388,-0.02189708,13.49416007
32.42,-5.39684026,-10.69346548,-26.17135322,-0.99290183,-2.04141119,15.63878872,-4.1668804,-8.34627469,-16.5710178,-2.1852696,-0.01048988,13.33454812
32.425,-5.36911655,-10.67708793,-26.17391482,-0.98382953,-2.10444524,15.40987051,-4.15666163,-8.34966237,-16.56738741,-2.14859418,-0.05189245,13.15613595
32.43,-5.31912451,-10.66366349,-26.05316376,-0.97529152,-2.06975094,15.24536227,-4.09616273,-8.35801207,-16.49695106,-2.1669892,-0.04499321,13.0163013
32.435,-5.38395522,-10.67413007,-26.27356593,-0.97097906,-2.3363342,15.56294639,-4.1416237,-8.35796437,-16.54329112,-2.16374996,-0.21628487,13.27876833
32.44,-5.40892973,-10.66729419,-26.25125037,-0.97476677,-2.2017054,15.53337766,-4.16630788,-8.36293419,-16.5451124,-2.16343182,-0.12393057,13.22423268
32.445,-5.43596996,-10.66916531,-26.29932,-0.96861371,-2.19301102,15.52241158,-4.21071782,-8.3643279,-16.56266796,-2.16733157,-0.11701686,13.19990974
32.45,-5.52836284,-10.67836485,-26.34905016,-0.97163135,-2.18658821,15.79415478,-4.26755177,-8.36130798,-16.5586287,-2.18346614,-0.10900112,13.37237469
32.455,-5.58091014,-10.68349153,-26.38367878,-0.96131159,-2.16244349,15.91655668,-4.30700182,-8.35654562,-16.56656968,-2.19525711,-0.08239672,13.43559567
32.46,-5.55067075,-10.66486276,-26.31710512,-0.96051241,-2.15050881,15.70268637,-4.30085259,-8.36806984,-16.54898815,-2.17759971,-0.08373407,13.25413064
32.465,-5.53559346,-10.66010751,-26.27565387,-0.94160024,-2.16015201,15.57137657,-4.30326216,-8.36824981,-16.53062846,-2.16847321,-0.09468648,13.14121665
32.47,-5.42493804,-10.66031934,-26.14929649,-0.98388089,-2.0864225,15.34832323,-4.17969281,-8.37477718,-16.47766151,-2.23330043,-0.05587425,12.9542037
32.475,-5.54007567,-10.68496411,-26.37827545,-0.99589687,-2.14872519,15.9636943,-4.30825113,-8.36750932,-16.58099754,-2.19695603,-0.07949557,13.38798581
32.48,-5.52013187,-10.67349224,-26.27570799,-0.96522329,-2.10870657,15.77201716,-4.28322063,-8.36599589,-16.54834623,-2.19986895,-0.05485284,13.21958192
32.485,-5.49825659,-10.67860693,-26.28978183,-0.96940116,-2.10970671,15.78214309,-4.26722527,-8.36197371,-16.56730462,-2.21359736,-0.03918689,13.22555778
32.49,-5.41683152,-10.67202559,-26.10543255,-0.9761775,-2.04429063,15.53030997,-4.16615033,-8.36787294,-16.48442828,-2.2610663,-0.01646856,13.01451794
32.495,-5.42473423,-10.65189731,-26.08922441,-0.96430624,-2.07895989,15.35695915,-4.23494379,-8.37379771,-16.50270905,-2.17838019,-0.03796552,12.86701438
32.5,-5.49818726,-10.69797874,-26.24811145,-0.96380064,-2.23435248,15.87521706,-4.29828972,-8.34593463,-16.59408194,-2.20756654,-0.12936885,13.19427403
32.505,-5.51417996,-10.69625935,-26.25535004,-0.98556189,-2.16423054,15.98174223,-4.32144634,-8.35368755,-16.59272925,-2.22100227,-0.07759407,13.2383517
32.51,-5.44720888,-10.68719642,-26.12427221,-0.98138618,-2.10972607,15.78765714,-4.24348306,-8.35984257,-16.53131414,-2.25541815,-0.05657612,13.07801382
32.515,-5.42980299,-10.66947516,-26.07336046,-0.96790663,-2.08946444,15.5533855,-4.27562307,-8.36404215,-16.52762318,-2.21159855,-0.0473322,12.88869094
32.52,-5.47409635,-10.70862953,-26.21154254,-0.98624486,-2.1691687,15.99027931,-4.30695165,-8.34077058,-16.64149209,-2.24457526,-0.08225403,13.15766074
32.525,-5.41057945,-10.68972594,-25.99585767,-0.9960785,-2.11154794,15.72580011,-4.22965561,-8.3556805,-16.54554618,-2.26798075,-0.064117,12.9385197
32.53,-5.33329511,-10.68955662,-25.96540247,-0.99625663,-2.09587278,15.44663517,-4.22855252,-8.34603151,-16.60932026,-2.22232265,-0.03297499,12.71948289
32.535,-5.28321916,-10.67755472,-25.84444582,-0.98942686,-2.06877708,15.29056841,-4.17094883,-8.35432763,-16.54007876,-2.24179815,-0.02884057,12.59017579
32.54,-5.39088721,-10.719325,-26.1108491,-1.00769855,-2.21634646,15.94606894,-4.28948847,-8.33116366,-16.66890845,-2.23724316,-0.10931479,13.04404942
32.545,-5.36459449,-10.71119009,-26.04660787,-1.0084695,-2.17203202,15.77301608,-4.28272674,-8.33390997,-16.65208571,-2.22391437,-0.08418275,12.90145683
32.55,-5.34425676,-10.70992142,-26.00246226,-1.00507088,-2.17504235,15.64364756,-4.28264089,-8.33094071,-16.65675682,-2.20963072,-0.08544308,12.78753586
32.555,-5.40684199,-10.73302571,-26.10598604,-1.01831407,-2.17558011,16.09234863,-4.34060677,-8.32394621,-16.71858829,-2.23767256,-0.07122172,13.09069686
32.56,-5.34778287,-10.72730714,-26.03209538,-1.03369438,-2.12646596,15.92872035,-4.2894963,-8.3312664,-16.69449606,-2.26497843,-0.04552743,12.96053792
32.565,-5.36552672,-10.72305339,-26.03644926,-1.02921988,-2.14226799,15.9196069,-4.32389664,-8.32964037,-16.70755739,-2.23825306,-0.04731739,12.9489534
32.57,-5.35074246,-10.72119296,-25.99860971,-1.0319093,-2.17052846,15.81728039,-4.32410949,-8.32796632,-16.72340087,-2.21755181,-0.06444834,12.85822787
32.575,-5.29943798,-10.71062482,-25.8967749,-1.03127529,-2.13528698,15.68480484,-4.27046913,-8.33815615,-16.6659017,-2.24377602,-0.05341736,12.75098184
32.58,-5.25895635,-10.7139641,-25.91461402,-1.04081475,-2.1313176,15.6568725,-4.2638174,-8.33435963,-16.71983056,-2.22688404,-0.02958192,12.73289901
32.585,-5.28407733,-10.72170942,-25.96329524,-1.02750099,-2.2567114,15.73466125,-4.30238559,-8.32386341,-16.76100376,-2.22302069,-0.12127845,12.78608425
32.59,-5.37896362,-10.72597733,-26.03124822,-1.03777481,-2.1772011,16.08666095,-4.38456475,-8.33467308,-16.78457177,-2.23012927,-0.05843747,13.04260786
32.595,-5.32405528,-10.72825296,-26.00150955,-1.0691629,-2.14672353,16.00771966,-4.33195498,-8.33987557,-16.78039132,-2.26722577,-0.04109777,12.98039834
32.6,-5.32455444,-10.71024887,-25.95331079,-1.05032102,-2.14182274,15.87047568,-4.359145,-8.34592856,-16.76769025,-2.21782021,-0.03767716,12.87706212
32.605,-5.26797093,-10.71058154,-25.91238822,-1.05854785,-2.11047084,15.77606051,-4.31341825,-8.34511241,-16.78625792,-2.22414593,-0.00190924,12.81266273
32.61,-5.23371114,-10.7092112,-25.88713233,-1.06228213,-2.10019776,15.72469026,-4.27946816,-8.34817589,-16.77242915,-2.23328282,0.0006438,12.77268567
32.615,-5.25556503,-10.70288894,-25.87457776,-1.05290434,-2.1526463,15.70044602,-4.31774519,-8.34911586,-16.76764372,-2.20148346,-0.03715908,12.7662848
32.62,-5.22054796,-10.70325874,-25.85966818,-1.06542572,-2.13840644,15.65900739,-4.28224062,-8.35211797,-16.76340486,-2.22408702,-0.03107687,12.73359094
32.625,-5.42121202,-10.70278799,-26.05328417,-1.04476938,-2.18038063,16.19950804,-4.44880551,-8.36344215,-16.8414742,-2.2265734,-0.04013215,13.18837533
32.63,-5.38500429,-10.70137276,-26.03563846,-1.06169648,-2.15999796,16.14648284,-4.41831481,-8.37010087,-16.83410528,-2.24635132,-0.02823395,13.14699713
32.635,-5.38082489,-10.68490125,-25.99940671,-1.05515213,-2.14423083,16.04272355,-4.4346681,-8.38019784,-16.81696428,-2.21160118,-0.01661699,13.07036594
32.64,-5.34364604,-10.68925946,-25.92037418,-1.05907923,-2.11550975,15.93024225,-4.38887283,-8.37749648,-16.78021185,-2.23669407,-0.00652142,12.9807092
32.645,-5.35509642,-10.67729961,-25.93463273,-1.04719458,-2.14836827,15.84207747,-4.42215098,-8.37909059,-16.80153449,-2.19129828,-0.02843744,12.9258063
32.65,-5.28643198,-10.68818318,-25.91903723,-1.08066637,-2.11893055,15.76911926,-4.34876469,-8.37817493,-16.81468727,-2.23771417,-0.00941909,12.86924274
32.655,-5.30799257,-10.66093655,-25.85972865,-1.04541364,-2.13622488,15.6658367,-4.37591173,-8.39131885,-16.77128285,-2.18718185,-0.02666426,12.7980478
32.66,-5.41280775,-10.66655998,-26.01866637,-1.04830986,-2.17634634,16.0188945,-4.45461963,-8.39732156,-16.80071168,-2.20111635,-0.03321835,13.134695
32.665,-5.34534469,-10.67266885,-25.97088252,-1.07185095,-2.14020341,15.91404446,-4.38348052,-8.39667834,-16.79492541,-2.23834601,-0.01267209,13.05029296
32.67,-5.35135262,-10.64913768,-25.93361256,-1.03882725,-2.13100395,15.78165076,-4.40072175,-8.40731341,-16.77652549,-2.1986338,-0.00883521,12.94731528
32.675,-5.33028941,-10.64235483,-25.90109688,-1.0378599,-2.16396786,15.62380233,-4.39376682,-8.40814449,-16.77258861,-2.17673883,-0.03919598,12.83373432
32.68,-5.25520246,-10.66497781,-25.77059498,-1.04540085,-2.16902055,15.66105179,-4.35929275,-8.39197796,-16.88519743,-2.18616005,0.00530403,12.9800838
32.685,-5.36638772,-10.63061744,-25.98427334,-1.02724775,-2.28492647,15.8033272,-4.39232672,-8.42813134,-16.77606456,-2.19802155,-0.10547045,13.08864727
32.69,-5.34339206,-10.62678735,-25.91934979,-1.03107913,-2.23075697,15.62244181,-4.38466593,-8.42488042,-16.76975651,-2.17799758,-0.07694052,12.93444482
32.695,-5.30808577,-10.62601088,-25.88040206,-1.03835818,-2.20880894,15.56237489,-4.34482263,-8.42788749,-16.75241786,-2.19719894,-0.06718525,12.88353964
32.7,-5.26281022,-10.61918344,-25.78959579,-1.04387447,-2.16470777,15.3713671,-4.30203743,-8.43037156,-16.72744368,-2.20298528,-0.0442185,12.72659903
32.705,-5.43118566,-10.64199233,-26.06909922,-1.04083599,-2.17186465,16.01625523,-4.4336725,-8.42459719,-16.77813156,-2.20221117,-0.02459325,13.2233087
32.71,-5.3671511,-10.63636113,-25.9674425,-1.05077666,-2.1271834,15.85185535,-4.36406976,-8.43024308,-16.72624094,-2.22976087,-0.00773953,13.08995089
32.715,-5.38135329,-10.62561224,-25.97830659,-1.03134989,-2.13851722,15.73146202,-4.38810077,-8.42892041,-16.74842653,-2.18954818,-0.01806055,12.99874274
32.72,-5.29730427,-10.62188314,-25.8024854,-1.03311271,-2.07488462,15.48186503,-4.29267948,-8.4341133,-16.65634329,-2.2301272,0.00253184,12.79618201
32.725,-5.3289347,-10.62587748,-25.90880947,-1.03054908,-2.16973255,15.46564325,-4.33798366,-8.41939633,-16.73099898,-2.16641879,-0.05577721,12.80370062
32.73,-5.35707947,-10.63629225,-26.05138107,-1.04065895,-2.33259919,15.84200476,-4.3532594,-8.42786087,-16.75626451,-2.18645059,-0.15420549,13.12064978
32.735,-5.318567,-10.63894783,-26.01561173,-1.05599964,-2.29568929,15.77440287,-4.30740075,-8.42659871,-16.74537629,-2.21429333,-0.13469398,13.06506816
32.74,-5.32285108,-10.63487169,-25.98179964,-1.04472379,-2.24170313,15.66193704,-4.32098709,-8.42288745,-16.7389609,-2.18640724,-0.1048187,12.97893819
32.745,-5.25543597,-10.62646116,-25.87506325,-1.05735392,-2.19265634,15.48981385,-4.25530441,-8.43279834,-16.68034274,-2.20520572,-0.08519777,12.83847467
32.75,-5.27717991,-10.62176357,-25.89402203,-1.0389789,-2.20434895,15.39569842,-4.28669968,-8.4267656,-16.7154969,-2.16859184,-0.0961909,12.76924658
32.755,-5.3860008,-10.66375328,-26.11744179,-1.0708758,-2.16997752,16.03686189,-4.36696695,-8.411854,-16.78227766,-2.20914761,-0.04373245,13.28823626
32.76,-5.33782023,-10.66560692,-25.98444283,-1.06377256,-2.12427972,15.8558776,-4.30158405,-8.40633633,-16.72375528,-2.23291925,-0.02623102,13.14113874
32.765,-5.33080609,-10.65749589,-25.98431274,-1.06639917,-2.13763345,15.6746695,-4.33399168,-8.40512134,-16.74749564,-2.1780261,-0.04113193,13.00596407
32.77,-5.28429979,-10.65996139,-25.88409781,-1.06538008,-2.10756885,15.52659729,-4.27807083,-8.39904007,-16.70355213,-2.19653401,-0.03284537,12.8856531
32.775,-5.24626518,-10.66560837,-25.83300904,-1.07692077,-2.0874576,15.43700607,-4.23690252,-8.39667818,-16.68827031,-2.21322983,-0.02494164,12.81361868
32.78,-5.2890732,-10.68141695,-26.05751698,-1.06599639,-2.29304465,15.84416543,-4.26184193,-8.38936184,-16.79922639,-2.19949794,-0.16223058,13.14519581
32.785,-5.25109319,-10.68329284,-26.0358194,-1.08319547,-2.2647738,15.79516959,-4.23216812,-8.39019818,-16.7901071,-2.21439619,-0.14399867,13.10700412
32.79,-5.22701367,-10.68561902,-26.00344178,-1.08885131,-2.23892461,15.73947168,-4.21407829,-8.39159544,-16.77778033,-2.21278891,-0.12769899,13.06320819
32.795,-5.23714409,-10.68292943,-26.00392107,-1.09222884,-2.2183995,15.71178267,-4.25264112,-8.38591858,-16.77957749,-2.17255597,-0.10738053,13.04532536
32.8,-5.29206886,-10.70336175,-26.08438584,-1.10276347,-2.22633497,16.01373633,-4.30244432,-8.37699254,-16.81582141,-2.18344304,-0.10267032,13.27928307
32.805,-5.23305622,-10.70994338,-26.05152005,-1.12622767,-2.18267055,15.91039748,-4.24104943,-8.374551,-16.82450572,-2.21327265,-0.07383735,13.19572388
