time,insole_l_force_x,insole_l_force_y,insole_l_force_z,insole_l_cop_x,insole_l_cop_z,insole_r_force_x,insole_r_force_y,insole_r_force_z,insole_r_cop_x,insole_r_cop_z
40.745,-15.1044111882758,297.483875262121,89.8337208148704,0.10801575312814,-0.0319899923186648,-32.6809495953946,254.933901827741,-59.8423032493617,0.1507373062524,0.00464766444447351
40.75,-15.5802555223227,284.128269420301,86.3208749086737,0.109955281259091,-0.0324936201775725,-33.7456861271459,249.873127980531,-55.8953271274006,0.153101444532945,0.00398278394886997
40.755,-16.2197477821209,271.898609819502,83.7272358389662,0.112012041447343,-0.0331483003178321,-35.1928302911108,245.321611413926,-52.3147594272789,0.155497683419469,0.00334194945160826
40.76,-16.9505137179173,260.692089079959,81.8977332269016,0.114115229811364,-0.0339295180761887,-36.8986566457381,241.095674706342,-49.0610292647977,0.157887914232595,0.00274039585963681
40.765,-17.6637174742949,250.336020637528,80.6485627283859,0.116195124368952,-0.0348090143380553,-38.7012910737773,237.075773212211,-46.0838627175187,0.16021309544736,0.00218460212423643
40.77,-18.2409058828249,240.647928847327,79.7894081993675,0.11819377240777,-0.0357576913927442,-40.4363197160922,233.200853118286,-43.3272070129869,0.162397486586991,0.0016780008252919
40.775,-18.5897228710657,231.488625128737,79.1457533705273,0.120072790662031,-0.0367441145699516,-41.9677960342015,229.454333223262,-40.7362215931394,0.164374149713157,0.0012183436378681
40.78,-18.6773528050567,222.794924505795,78.5752805904505,0.121822701296072,-0.0377356367678581,-43.2083376325364,225.853017090684,-38.2653169919511,0.166085646585855,0.000796554680668748
40.785,-18.5497208799878,214.587100632558,77.9747369568174,0.123456559272479,-0.0386917430551446,-44.126213815361,222.442851892952,-35.8854903326102,0.167501975708548,0.000403348127786085
40.79,-18.327371444807,206.95060199084,77.2761043664695,0.125002907101043,-0.0395644312340198,-44.741339964412,219.301678429081,-33.5887763443889,0.168608357385091,2.74008298095652e-05
40.795,-18.1766979687543,200.005657165075,76.4363594825737,0.126492701380356,-0.0403016357047901,-45.1138343484512,216.542770549825,-31.3884164654171,0.169403989747497,-0.000337854846821806
40.8,-18.2639438319546,193.87452631692,75.4262041855153,0.12794828229662,-0.0408523779531931,-45.3289825899248,214.313013834343,-29.3147287800413,0.169891661605452,-0.000692808070308804
40.805,-18.7076737770465,188.6602571543,74.2243050729816,0.129370106015227,-0.0411735211262052,-45.4816119518249,212.781395015988,-27.4079211347762,0.170068691951989,-0.00103253951529325
40.81,-19.546409870075,184.440343549962,72.818820568308,0.130734798620871,-0.0412350578266167,-45.6620113296195,212.115819472578,-25.7101500910136,0.169927048934383,-0.00135003412367452
40.815,-20.7334522473254,181.275645555433,71.2147351090608,0.131994112721662,-0.0410302396277129,-45.9451170508239,212.454439089442,-24.2587516116819,0.16945803577277,-0.00163150913481136
40.82,-22.1602034770506,179.227761494937,69.4419156172448,0.133082306454706,-0.0405659958881293,-46.3838360500866,213.877810703538,-23.0818543510837,0.168658593400315,-0.00186594133074447
40.825,-23.6991187083477,178.376799337749,67.55846982949,0.133923769842415,-0.0398653085437257,-47.0068356772617,216.393422789784,-22.1965650518164,0.167533793435452,-0.00204384532939761
40.83,-25.2511768966124,178.831329306125,65.6460816740353,0.134451126615096,-0.0389554126611253,-47.819750248228,219.936782037245,-21.6089980572765,0.166099964996766,-0.00216048711149197
40.835,-26.7821470451961,180.723420226007,63.7968980232442,0.134616736134116,-0.0378693769085423,-48.8085542191014,224.393258005992,-21.3157999648827,0.164375553785352,-0.00221188210582346
40.84,-28.3364273400025,184.187551581004,62.0961145714598,0.134402704904283,-0.0366399841566629,-49.9436078009838,229.631981011505,-21.3072292329926,0.162382988887264,-0.00220185784387494
40.845,-30.0239509753515,189.324605420639,60.6060457854908,0.133831013970677,-0.0352996208118912,-51.1837236235803,235.542152678439,-21.5721958327496,0.16013606862046,-0.00213904463694981
40.85,-31.9842294855597,196.161455807892,59.3581155019911,0.132956620151689,-0.0338867250912867,-52.4798104359285,242.057238686867,-22.1042754943137,0.157648660181996,-0.00203566446658998
40.855,-34.3380132837963,204.614059806897,58.3555163372672,0.131855960109267,-0.0324441655164511,-53.7788842669099,249.159157082371,-22.9066356952923,0.154936504248805,-0.00190187708245304
40.86,-37.1415707023509,214.469167257883,57.586099011398,0.130616654347978,-0.0310234374986327,-55.0286951073823,256.8597510857,-23.9933059190113,0.152022822184945,-0.00174860478685757
40.865,-40.3576195088272,225.392694787924,57.0415396836299,0.129317280520507,-0.0296738038405995,-56.1846006456348,265.171787673307,-25.3850252310778,0.148943905995395,-0.00158308610295421
40.87,-43.8523793999873,236.96787340223,56.7371214907426,0.128020968360207,-0.0284475449824524,-57.2180681043475,274.081269530122,-27.0997688815676,0.145746223527669,-0.00141015945643375
40.875,-47.4209733644952,248.759854700717,56.7258348996316,0.126770915860002,-0.0273877338436594,-58.1247512820736,283.535517858885,-29.140103727074,0.142482310995717,-0.00123191927042399
40.88,-50.8353578459474,260.394803063268,57.1021476241424,0.125588331407742,-0.026533650668018,-58.9274223116122,293.452355982275,-31.4810049519406,0.139198838573547,-0.00105522822923865
40.885,-53.9021406564887,271.635452710942,57.9929402945882,0.124474559743881,-0.0259162723690176,-59.6682465901664,303.747075465839,-34.0630459824297,0.135933750488851,-0.000890598672490306
40.89,-56.5130755106994,282.43139696726,59.5368887837216,0.123413585512851,-0.025555708615304,-60.3878669567892,314.368504781294,-36.7954544414201,0.132712145605262,-0.000754810324840705
40.895,-58.671335258033,292.921080504564,61.856240584944,0.122378867860527,-0.0254547385829778,-61.0936636567093,325.332123117701,-39.5708286129599,0.129546885957045,-0.000665588754299673
40.9,-60.4829326253454,303.374842991579,65.026712802771,0.121340896582882,-0.0256013219345477,-61.7266647110356,336.738364059696,-42.2896802252218,0.126438608307482,-0.000638179457379984
40.905,-62.1134422751185,314.089611985838,69.0516619722413,0.120279541979962,-0.0259590516804238,-62.1418728907545,348.771723619857,-44.8896423225122,0.123380150407664,-0.000684501431925444
40.91,-63.7220771097721,325.264341519628,73.845928155809,0.119188483951243,-0.0264744158518906,-62.1167218771025,361.677312766087,-47.3719385428255,0.12036264338568,-0.000801324256599845
40.915,-65.3931598645169,336.897312103078,79.2330550669962,0.118078299785108,-0.0270823366499715,-61.3962390100367,375.722543511981,-49.8171718386927,0.117383788784323,-0.000970907838962809
40.92,-67.0868741302865,348.742770252361,84.9578031138362,0.116972865602591,-0.0277191484354504,-59.7701478621179,391.147898342784,-52.383196928784,0.114454522571454,-0.0011665017661211
40.925,-68.6263614964195,360.346160318231,90.7140078330726,0.115897230114022,-0.0283281948944163,-57.163396832539,408.111506606394,-55.2813560005929,0.111616399807063,-0.00135112573790019
40.93,-69.7284816315395,371.151956429249,96.185204184857,0.114874425818185,-0.0288696587210406,-53.7111854632679,426.633036411823,-58.7321574603013,0.108939988087212,-0.00148892265712153
40.935,-70.0733698833891,380.65217018638,101.091738869793,0.11391435495564,-0.0293208489574086,-49.7876823189754,446.540938417244,-62.908852296395,0.106524487413725,-0.00155273096460551
40.94,-69.3953649448801,388.524359897937,105.233526757367,0.113024171319017,-0.0296721009116996,-45.9680190230498,467.436824568262,-67.8831692691556,0.104483176556597,-0.00152984676703882
40.945,-67.5706107177457,394.712305424648,108.516366650549,0.11220735782406,-0.029921917081662,-42.9229205505598,488.688512619049,-73.5893586585741,0.102920087659454,-0.00142247696038744
40.95,-64.675430738004,399.417541401546,110.953082526218,0.111475469933296,-0.0300745779571328,-41.2700431168688,509.460458179789,-79.8188578033739,0.101916157888476,-0.00124505233468897
40.955,-60.9975950966455,403.008107167098,112.639487405411,0.110857552450654,-0.0301361797469053,-41.4245408199614,528.783430969062,-86.2482556127456,0.101505683701472,-0.00101911359159113
40.96,-56.9954413467159,405.877698263635,113.713693968766,0.110404442379692,-0.0301157335676285,-43.4959731887066,545.658522904224,-92.49352518618,0.101681475497402,-0.000764544202187967
40.965,-53.2148091765736,408.304400184794,114.31192205792,0.110184314732081,-0.0300229593267072,-47.2646582461626,559.18145563422,-98.1748316475923,0.10239395131468,-0.000499300813988413
40.97,-50.1849385819453,410.355498483696,114.533888915197,0.11027115585365,-0.0298715468918378,-52.2440461120953,568.669090864969,-102.97478093695,0.10357106700086,-0.000233871924375961
40.975,-48.3191596331061,411.866394158934,114.426016365851,0.110734440261036,-0.0296781248810696,-57.8055317406612,573.759384900793,-106.67603008512,0.105128069709011,2.61880718475105e-05
40.98,-47.8433046784044,412.494880798318,113.984131775488,0.111621968602575,-0.029462624665467,-63.3237024831022,574.46276701906,-109.172555729441,0.106981281403828,0.000274197942485177
40.985,-48.7667119072313,411.830418590444,113.171652896925,0.112955828923986,-0.0292429652164206,-68.2987669715848,571.149557167504,-110.458195500198,0.109053824674073,0.000506598391333934
40.99,-50.8995330887047,409.521568148419,111.94558724964,0.114724038696137,-0.0290336625883445,-72.428227897893,564.477691398881,-110.602310704447,0.111283377592504,0.000714923991385508
40.995,-53.909003741095,405.383303410641,110.282319932975,0.116890104161416,-0.028847894381878,-75.6192272503284,555.279033928053,-109.723973705894,0.113622527294845,0.00089000032112363
41,-57.3983736653143,399.456638546728,108.196020658794,0.119394478574944,-0.0286890776013515,-77.9508301266049,544.431197376754,-107.972173744101,0.116033395099651,0.00102189002665165
41.005,-60.987221492655,392.005850858612,105.744814184688,0.122163466776723,-0.0285601535536899,-79.6065860561166,532.742494162241,-105.513692695961,0.118488289179587,0.00110515721894089
41.01,-64.3733791289099,383.461271502302,103.023659031926,0.125118628500364,-0.028459633434355,-80.8021852779137,520.87029611949,-102.52553176664,0.120968683459877,0.00113630128275499
41.015,-67.3637254777039,374.328073466482,100.147152855921,0.128180031701498,-0.0283880011280433,-81.7290727181692,509.280466055456,-99.1868388315477,0.123457067430202,0.00112109994833531
41.02,-69.8727243462157,365.091871226534,97.229188564196,0.131279542505795,-0.0283430036112913,-82.525367255673,498.247646768118,-95.6673675306597,0.125946261754715,0.00106841152124426
41.025,-71.8981086727824,356.144730002334,94.3659803735829,0.134361730002871,-0.0283245526676579,-83.2733457006988,487.886592243162,-92.1127365246456,0.128432799935631,0.000992726791563037
41.03,-73.4883133047443,347.747772552663,91.6266554255964,0.137387555629296,-0.0283330229724097,-84.0144609827202,478.205762417871,-88.6305153657337,0.130916190406246,0.000902990281221427
41.035,-74.7141928540365,340.02925814123,89.051650447335,0.140327135547127,-0.0283687630980665,-84.7688946643766,469.166049244413,-85.2816336775318,0.13339835941801,0.000810318336628146
41.04,-75.6507601381778,333.011636784682,86.6571804667984,0.143161113284153,-0.0284288713167409,-85.549489031604,460.730427005292,-82.0805021766654,0.13587668527394,0.000716741791994213
41.045,-76.3677055601167,326.651861564777,84.4426144112482,0.145872095506256,-0.0285049582671837,-86.36586679859,452.892175529921,-79.0049104424925,0.138341266072573,0.000622448801027797
41.05,-76.924958894329,320.883062216831,82.3985282690012,0.148442019670517,-0.0285908385018514,-87.2209304880313,445.680958500985,-76.0135417571049,0.140769301071207,0.000524431389626212
41.055,-77.3699476641402,315.645542814982,80.5131916019439,0.150848912773758,-0.0286761663517416,-88.1055445095943,439.151209015319,-73.0670526244627,0.143128286137357,0.000419422872209196
41.06,-77.7361920577824,310.902469336778,78.7765288686799,0.153073847123941,-0.0287511908361928,-88.9974817096685,433.363901402287,-70.1471487019691,0.145378557673277,0.000304928788454006
41.065,-78.0433893034295,306.639321226117,77.1811625759921,0.155101049318143,-0.0288128821703177,-89.867260370706,428.371425156004,-67.2683559104049,0.147477083180192,0.000180885437170097
41.07,-78.2998674957048,302.856039073288,75.7218143944339,0.156923279020705,-0.0288558377472328,-90.6884293439018,424.210032243748,-64.4792121102576,0.149384060288641,5.03844000312448e-05
41.075,-78.5070157643641,299.559936391161,74.3945465913034,0.158541329664717,-0.0288805426789605,-91.4464730966886,420.901541927108,-61.8527478651716,0.15106762307818,-7.89225311832453e-05
41.08,-78.6649332659674,296.764033047424,73.1967068973103,0.159958863255343,-0.0288873278103425,-92.1408872928401,418.462291982207,-59.4701276329372,0.152499746583896,-0.000200965765647876
41.085,-78.7783657636775,294.491028198052,72.1276667511537,0.161175056339132,-0.0288747549569677,-92.7787695158749,416.91110600568,-57.402922118523,0.153659069693325,-0.000309174197449469
41.09,-78.8614588782676,292.777750295557,71.1891529458065,0.162180638618719,-0.0288453993459834,-93.3639618840269,416.273268277628,-55.6997062760598,0.154524292150369,-0.00039751854116421
41.095,-78.9399015646644,291.677793708437,70.3844793510762,0.162961361284477,-0.0287969929705971,-93.8871050794124,416.575017069715,-54.380391152499,0.155077614075208,-0.000462792141535218
41.1,-79.0487406633858,291.256902967295,69.7165536085188,0.16350060790676,-0.028730965108605,-94.3210527991978,417.832436398092,-53.4381611451901,0.15530629041098,-0.000506209161187599
41.105,-79.225851630609,291.583954294026,69.185772648274,0.163788456540598,-0.0286465711367421,-94.6228936567633,420.039443954468,-52.8470654857943,0.155207003639551,-0.00052958031856587
41.11,-79.5024366705217,292.718306716098,68.7888223764516,0.163825958488744,-0.0285420424139247,-94.7417880119034,423.159011418226,-52.5714294498559,0.154789296130674,-0.000537462206402051
41.115,-79.8936152011195,294.69632697071,68.5191378726904,0.16362417165289,-0.0284147129422472,-94.6310178179385,427.122288580541,-52.5741649809007,0.154076177049173,-0.00053201819311699
41.12,-80.3923003242016,297.520045735963,68.3687136305662,0.163204967376384,-0.0282597844546268,-94.261068666983,431.832406139259,-52.8215879618983,0.153105678792214,-0.000517669933510767
41.125,-80.9678654101886,301.149419009649,68.3304718850789,0.162587718720652,-0.0280748232342805,-93.6302123271321,437.170102551816,-53.2843583566767,0.151924257078662,-0.000495644204868473
41.13,-81.5693560508134,305.498592643823,68.4000461441698,0.161792672494606,-0.0278559954535713,-92.7692548641058,442.995611580349,-53.9353353367525,0.150585532391245,-0.000467675206137663
41.135,-82.1321395778916,310.438654056461,68.5764980448228,0.160836686713012,-0.0276079502652533,-91.7387831055894,449.147322334747,-54.7461211097262,0.149145582846463,-0.00043433576493479
41.14,-82.5861798025194,315.804580156394,68.8618788509697,0.159732962123734,-0.0273367320139357,-90.6197664593989,455.44034290118,-55.68407825056,0.147662945773205,-0.000398101502481651
41.145,-82.8646539879544,321.407049642253,69.2597520248666,0.158496193723874,-0.0270558855903573,-89.4997979981227,461.669130727946,-56.7116750528076,0.146191088126971,-0.000360738319908904
41.15,-82.9118262320059,327.044630849858,69.7726038642377,0.157145769371227,-0.0267817936576615,-88.458413006156,467.619387696399,-57.7884447573509,0.144781234291823,-0.000324157395211966
41.155,-82.6894298778425,332.515926925474,70.398503660901,0.155701772260746,-0.026528371062513,-87.5540100775795,473.085957549604,-58.8753650021679,0.143469185418496,-0.000289084482911761
41.16,-82.1804240004142,337.632683960834,71.127856798489,0.154186486788449,-0.0263098550672032,-86.8143188388401,477.894436814312,-59.9404371194531,0.142281915060913,-0.000254037070584801
41.165,-81.3891644757284,342.232398639762,71.9412684062927,0.152619848908517,-0.0261325893603397,-86.2314153350662,481.920410572343,-60.9635145386721,0.141231603657147,-0.000217497902689434
41.17,-80.3377771276679,346.18944482503,72.8097595959615,0.151018983984816,-0.0259982176273663,-85.7624204387316,485.102062877983,-61.9389069874529,0.140315642581235,-0.000174731671875428
41.175,-79.0603524845353,349.424041898004,73.6980458295519,0.149402089954372,-0.0259030035496992,-85.3372169964887,487.443830855813,-62.8741211482007,0.139519144077054,-0.000119690761995361
41.18,-77.5969798680688,351.907196453378,74.5705083593081,0.147786461065496,-0.0258382746107046,-84.8734167647788,489.009442740719,-63.7845526512327,0.138816198461281,-4.44201928035959e-05
41.185,-75.9893591497132,353.660204157692,75.3978302569478,0.146189367405365,-0.0257953881219941,-84.2959905281897,489.9064382562,-64.6852103425853,0.138174885216299,5.39212071735129e-05
41.19,-74.2785619565202,354.748188735916,76.161970405175,0.144627066054924,-0.0257659766675458,-83.5556470371997,490.265133865407,-65.5821557340279,0.137565135298121,0.000177716189797117
41.195,-72.5038915343928,355.268146719365,76.8575998281456,0.143112587437447,-0.0257464838684984,-82.6392626134584,490.21703784563,-66.466623083203,0.136964378871471,0.000323734039587631
41.2,-70.7017859114725,355.333202406832,77.4894699044357,0.141655190929117,-0.0257352657216252,-81.568444411343,489.876734924188,-67.3141026082194,0.136357558290805,0.000486208515313002
41.205,-68.903967293391,355.056333737722,78.0670713005043,0.140257614770849,-0.0257341700419742,-80.3877786189951,489.331104410457,-68.0889957445795,0.135747816694499,0.000657384353275781
41.21,-67.13522833453,354.539221142688,78.5991050695673,0.138919438057753,-0.0257448550708532,-79.1487526418568,488.636522309788,-68.7533720347573,0.135142051803519,0.00082495686221673
41.215,-65.4123310275448,353.869223920376,79.0900727422331,0.137639583834458,-0.0257713457153721,-77.8966515158325,487.823384539764,-69.276575293807,0.134555023132771,0.000981206197607776
41.22,-63.7453617719567,353.124154198847,79.5400127735177,0.136415651191802,-0.0258110135938265,-76.6649588550799,486.904333566164,-69.6421488667296,0.133999921003512,0.00111667368163237
41.225,-62.141936865191,352.382509687392,79.9469328326683,0.135244768959215,-0.0258645370936761,-75.4774387501848,485.882290000667,-69.8495833126397,0.133486498048871,0.00122712125948299
41.23,-60.6132658360313,351.731740052616,80.31006863251,0.134130192913041,-0.0259223956430841,-74.3546079648194,484.756897634059,-69.9106092088982,0.133019183018149,0.00131101352826146
41.235,-59.1801143946734,351.27036282617,80.6320387749114,0.133074534635152,-0.0259773270535364,-73.3194734216327,483.526264098628,-69.8421343210265,0.132602110377475,0.0013688952713129
41.24,-57.8759259247896,351.10178128862,80.9188532503534,0.132080196641957,-0.0260211656444977,-72.3984167759603,482.18556940324,-69.6590970471012,0.132237556555571,0.00140499824870721
41.245,-56.7447566535388,351.319322972293,81.1781066641551,0.131152311647353,-0.0260442352275887,-71.6161273583692,480.724863499802,-69.3707196782544,0.131928766929916,0.00142315387733927
41.25,-55.8335719615359,351.988699752478,81.416589350629,0.130289531501843,-0.0260401772844263,-70.987250186057,479.129757384826,-68.9815121365062,0.131679649567567,0.00142903584038079
