time,hip_flexion_l_power,hip_adduction_l_power,hip_rotation_l_power,knee_angle_l_power,ankle_angle_l_power,subtalar_angle_l_power,hip_flexion_r_power,hip_adduction_r_power,hip_rotation_r_power,knee_angle_r_power,ankle_angle_r_power,subtalar_angle_r_power
32,0.00109217903282925,0.00196175952312263,0.000463108037163876,-0.00215665552067954,0.00396615609866377,0.00358079127025693,-5.16797692197048e-05,0.000493962669239765,-0.000270932144172628,0.000347637712819615,-0.00457474553715437,-0.000191921369475733
32.005,0.00111965923831421,0.00180101270211018,0.00044383891574203,-0.00213810672562366,0.00421147518952487,0.00340359878819456,-3.58682032426643e-05,0.000443807202183302,-0.000253578679789191,0.000345318885720373,-0.00394775968266709,-0.00019824846162337
32.01,0.00114893374770483,0.00164524246413825,0.000427880451850305,-0.00211751381980728,0.00445657877166317,0.00315132457270434,-1.98869250424635e-05,0.000396618736810971,-0.000235906566824941,0.000328013517602955,-0.00325131632582816,-0.000210449571789497
32.015,0.00117996158381358,0.00149406153801264,0.00041497075219406,-0.00209578248056561,0.00470511317777666,0.00282555090514346,-3.51278629713653e-06,0.000351889792184723,-0.00021795296837044,0.000296129124388907,-0.00248924343314011,-0.000228456808498906
32.02,0.00121239165417063,0.00134693043912274,0.000404732390671334,-0.00207346262261795,0.00495930820194857,0.00243063392455941,1.33967924730468e-05,0.000309090020752406,-0.000199767401535348,0.000250604448259254,-0.00166738291626164,-0.00025189830009222
32.025,0.00124557240290531,0.00120317185787015,0.000396678743536349,-0.00205072750328761,0.00521987709459202,0.00197361999564086,3.08866274320631e-05,0.00026767546301521,-0.000181414558738024,0.000192879439598729,-0.000793572003546795,-0.000280094194616914
32.03,0.00127857288730446,0.00106199038442661,0.000390225315385649,-0.0020273731372521,0.00548598940128466,0.00146405133914,4.88916316073058e-05,0.000227097601197677,-0.000162975878012074,0.0001248442027978,0.000122447725419742,-0.000312067210897447
32.035,0.00131021469966463,0.000922497343810012,0.000384705946893576,-0.00200283799552136,0.00575531539017784,0.000913667724668723,6.72312977999729e-05,0.000186812467950998,-0.00014454971512101,4.87697087099931e-05,0.00106919358930061,-0.000346567809992621
32.04,0.00133911397044636,0.000783740046386356,0.000379393492993548,-0.00197624160384329,0.0060241350819631,0.000336015403430788,8.56120934433132e-05,0.000146290055438102,-0.000126250074030658,-3.27758811546792e-05,0.00203367232783358,-0.000382113315573536
32.045,0.00136373247370721,0.000644734352668653,0.000373524274080401,-0.00194643942728979,0.00628750033060838,-0.000254021912369883,0.00010363853609189,0.000105024204240565,-0.000108203963323542,-0.00011702076564595,0.00300166855028137,-0.000417039620779301
32.05,0.00138243662184474,0.00050449916038544,0.000366325366570337,-0.00191209051937768,0.0065394360701498,-0.000840752466949284,0.000120833007329556,6.2543034654617e-05,-9.0547550332506e-05,-0.000201088201002003,0.0039580789098817,-0.000449563522678739
32.055,0.00139356286783269,0.000362091281589402,0.000357043626220115,-0.0018717339617372,0.00677316740357038,-0.00140824677063523,0.000136663539641131,1.84198270028978e-05,-7.34213703807492e-05,-0.000282095876721045,0.00488727902025802,-0.000477853236635302
32.06,0.00139548770625327,0.000216639190722807,0.000344975219226663,-0.00182387011918033,0.00698136244593394,-0.00194092789073316,0.000150577969779592,-2.77159191196855e-05,-5.69649104410527e-05,-0.000357252147828594,0.0057735113235994,-0.000500104243962313
32.065,0.00138670009611406,6.73742625234171e-05,0.000329494362629591,-0.00176704303435191,0.00715638541114869,-0.0024241597781115,0.000162042096509452,-7.6167691981461e-05,-4.13109242135301e-05,-0.000423946119211496,0.00660128438551839,-0.000514617305737852
32.07,0.00136587378912772,-8.63416588623571e-05,0.000310079958088385,-0.0016999206913963,0.00729055839302595,-0.00284481118067118,0.000170578910788105,-0.000127162036699177,-2.65798478996677e-05,-0.000479829346242864,0.00735577611764314,-0.000519875262486159
32.075,0.00133193681800172,-0.000244993248576266,0.000286338866903844,-0.00162137025976029,0.00737643214799077,-0.00319177307707425,0.000175805663498201,-0.000180840184375708,-1.28746700054531e-05,-0.000522887489087292,0.00802323428727251,-0.000514615187039368
32.08,0.00128413531066285,-0.000408893853209124,0.000258024729496239,-0.00153052575854718,0.00740706572191641,-0.00345640900258835,0.000177465544645018,-0.000237251977021813,-2.76563677917051e-07,-0.000551500592816333,0.00859136731559413,-0.000497892591591733
32.085,0.00122208880525851,-0.000578173145598846,0.000225051456621859,-0.00142684590525269,0.00737631288620654,-0.0036329199000886,0.000175451069814801,-0.000296352783687135,1.11584786313012e-05,-0.000564490813115855,0.00904971743956219,-0.000469134675257085
32.09,0.00114583427238222,-0.000752770398090171,0.000187500766509928,-0.00131016028955304,0.0072791112248932,-0.00371860772792344,0.000169816870027189,-0.000358003981296677,2.14018508083987e-05,-0.000561156478973279,0.00939000753436758,-0.000428179962114117
32.095,0.00105585608458742,-0.000932433328104607,0.000145623372900179,-0.00118070244396032,0.00711176791851355,-0.0037140246633382,0.00016078040762152,-0.000421977375148465,3.04533062469975e-05,-0.000541291475120959,0.00960645251358744,-0.000375302069217731
32.1,0.000953099303013189,-0.0011167223739493,9.98336376687204e-05,-0.00103912879722668,0.00687223454466691,-0.00362299752001835,0.000148710136790169,-0.00048796367415679,3.83407038109514e-05,-0.000505189063012914,0.00969602594490697,-0.000311215778342002
32.105,0.000838964045377904,-0.00130502021405606,5.06977141667254e-05,-0.000886522823408744,0.00656036095434343,-0.00345252055061164,0.000134101726701739,-0.00055558483948221,4.51185993728404e-05,-0.000453629433671107,0.00965867187859483,-0.000237064147506616
