time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
42.615,59.11993,400.1648,-0.292826,-2.751721,0.008059896,-3.479279,-62.59168,428.0664,-9.026803,-2.238602,0.007616017,-3.458902
42.62,58.80355,399.1011,-0.5622241,-2.751657,0.008060381,-3.479099,-62.61015,427.6046,-9.278439,-2.238764,0.007617023,-3.458306
42.625,58.46935,398.0331,-0.82702,-2.751581,0.00806093,-3.478895,-62.59645,427.1039,-9.584542,-2.238941,0.007617992,-3.457699
42.63,58.09931,396.9154,-1.062754,-2.75149,0.008061534,-3.478665,-62.50689,426.4977,-9.974656,-2.23914,0.007618899,-3.457078
42.635,57.67716,395.7301,-1.261372,-2.751383,0.008062199,-3.478409,-62.31218,425.7407,-10.46848,-2.239362,0.007619743,-3.456444
42.64,57.19733,394.5133,-1.43303,-2.751261,0.008062942,-3.478122,-62.00203,424.8175,-11.06785,-2.239605,0.007620534,-3.455794
42.645,56.67202,393.366,-1.602339,-2.751129,0.008063776,-3.477801,-61.58328,423.7458,-11.75454,-2.239866,0.007621289,-3.45513
42.65,56.13393,392.4423,-1.799461,-2.750992,0.008064695,-3.477453,-61.07232,422.5711,-12.49549,-2.24014,0.007622024,-3.454453
42.655,55.63285,391.9154,-2.048278,-2.75086,0.008065665,-3.477093,-60.48554,421.3556,-13.25325,-2.240426,0.007622735,-3.453764
42.66,55.22606,391.9284,-2.355503,-2.750746,0.008066616,-3.476747,-59.83169,420.1598,-13.99657,-2.240727,0.007623404,-3.453067
42.665,54.96409,392.5468,-2.705011,-2.750659,0.008067455,-3.476449,-59.10928,419.0211,-14.70595,-2.241047,0.007623992,-3.452368
42.67,54.87581,393.7289,-3.060188,-2.750608,0.008068081,-3.476233,-58.309,417.9341,-15.37208,-2.241391,0.007624457,-3.451674
42.675,54.95774,395.3253,-3.373999,-2.750595,0.008068405,-3.476129,-57.41952,416.8372,-15.98883,-2.24176,0.007624757,-3.450999
42.68,55.1717,397.1084,-3.603126,-2.750619,0.008068364,-3.476154,-56.43353,415.6141,-16.54558,-2.242148,0.007624856,-3.450362
42.685,55.4522,398.8227,-3.720807,-2.750674,0.008067931,-3.476313,-55.35105,414.1097,-17.02378,-2.242545,0.007624729,-3.449789
42.69,55.72166,400.239,-3.723868,-2.750752,0.008067118,-3.476599,-54.17872,412.1598,-17.39985,-2.242935,0.007624354,-3.449311
42.695,55.90829,401.1973,-3.632083,-2.750841,0.008065963,-3.476993,-52.92574,409.6256,-17.65255,-2.243301,0.007623714,-3.448962
42.7,55.96126,401.6283,-3.480894,-2.750932,0.008064528,-3.477472,-51.59907,406.4226,-17.77005,-2.243624,0.007622796,-3.448776
42.705,55.85826,401.5503,-3.310583,-2.751019,0.008062883,-3.478013,-50.20099,402.5355,-17.75136,-2.243883,0.007621597,-3.448785
42.71,55.60435,401.0464,-3.155727,-2.751099,0.00806109,-3.478594,-48.73041,398.0124,-17.6002,-2.244058,0.007620114,-3.449022
42.715,55.22352,400.2295,-3.038119,-2.751172,0.008059187,-3.479205,-47.18774,392.9398,-17.31367,-2.244127,0.00761834,-3.449523
42.72,54.74692,399.2032,-2.964545,-2.751246,0.008057177,-3.479849,-45.58082,387.4056,-16.87131,-2.24407,0.007616253,-3.450328
42.725,54.20212,398.0286,-2.928553,-2.751329,0.008055017,-3.480542,-43.92969,381.4628,-16.22975,-2.243867,0.007613805,-3.451482
42.73,53.60643,396.7021,-2.913455,-2.751431,0.008052623,-3.481316,-42.26897,375.1077,-15.32487,-2.243504,0.00761093,-3.453033
42.735,52.96558,395.1508,-2.893406,-2.751559,0.008049873,-3.482211,-40.64725,368.2834,-14.08029,-2.242968,0.007607555,-3.455024
42.74,52.27703,393.2454,-2.831033,-2.751724,0.008046617,-3.483277,-39.12388,360.9076,-12.4197,-2.242252,0.007603615,-3.457488
42.745,51.53581,390.8263,-2.67299,-2.75193,0.008042682,-3.484569,-37.76328,352.919,-10.28149,-2.241352,0.007599068,-3.460445
42.75,50.74013,387.7371,-2.347293,-2.752184,0.008037881,-3.486147,-36.62757,344.3268,-7.635347,-2.240274,0.007593897,-3.463894
42.755,49.8944,383.8553,-1.76689,-2.752492,0.008032021,-3.488071,-35.76814,335.2485,-4.500051,-2.239029,0.007588116,-3.467811
42.76,49.00799,379.1128,-0.8422761,-2.752856,0.00802493,-3.490396,-35.21748,325.9201,-0.9582846,-2.237642,0.007581778,-3.47214
42.765,48.09018,373.5035,0.497585,-2.753278,0.008016476,-3.493161,-34.98248,316.673,2.838931,-2.236151,0.007574986,-3.476786
42.77,47.14361,367.0796,2.281147,-2.753754,0.008006592,-3.496385,-35.04135,307.8788,6.685719,-2.234604,0.007567896,-3.481621
42.775,46.15978,359.9407,4.475447,-2.754278,0.007995302,-3.500056,-35.34604,299.8794,10.35444,-2.233058,0.007560711,-3.486488
42.78,45.11951,352.2227,6.981471,-2.754838,0.007982718,-3.504137,-35.83068,292.923,13.64072,-2.231567,0.007553653,-3.491226
42.785,43.99922,344.0893,9.648974,-2.755425,0.007969026,-3.508564,-36.42422,287.1272,16.40554,-2.230172,0.007546921,-3.495702
42.79,42.78128,335.7278,12.30909,-2.756027,0.007954455,-3.513265,-37.06316,282.4746,18.59939,-2.228901,0.007540656,-3.499826
42.795,41.4651,327.3498,14.81558,-2.756637,0.007939239,-3.518163,-37.70033,278.8392,20.26133,-2.227757,0.007534917,-3.503572
42.8,40.07513,319.1921,17.08142,-2.757249,0.007923598,-3.523191,-38.30753,276.0316,21.49605,-2.226732,0.007529677,-3.506962
42.805,38.66325,311.5138,19.09845,-2.757859,0.00790773,-3.528285,-38.87225,273.8496,22.43948,-2.225807,0.007524849,-3.510055
42.81,37.30464,304.5816,20.93382,-2.758464,0.007891829,-3.533388,-39.39147,272.1204,23.22498,-2.224965,0.007520322,-3.512916
42.815,36.08805,298.644,22.70426,-2.759061,0.007876101,-3.538433,-39.86516,270.7243,23.9581,-2.224196,0.00751599,-3.515597
42.82,35.10308,293.8996,24.53512,-2.75965,0.007860781,-3.543352,-40.29159,269.5982,24.70237,-2.223498,0.007511783,-3.518125
42.825,34.42741,290.4698,26.51516,-2.760228,0.007846124,-3.548066,-40.66449,268.72,25.4747,-2.222877,0.007507673,-3.520499
42.83,34.1167,288.387,28.65914,-2.760797,0.007832396,-3.552495,-40.97238,268.0889,26.24808,-2.222344,0.007503674,-3.522699
42.835,34.19872,287.6031,30.88834,-2.761356,0.007819857,-3.556561,-41.20007,267.7103,26.96051,-2.221908,0.007499836,-3.524692
42.84,34.67249,288.0147,33.03455,-2.761907,0.007808749,-3.560192,-41.33314,267.5995,27.52954,-2.221578,0.007496233,-3.526442
42.845,35.51168,289.4988,34.86712,-2.762452,0.007799284,-3.563326,-41.36534,267.8032,27.87078,-2.221354,0.007492961,-3.527912
42.85,36.67079,291.9484,36.13713,-2.762991,0.007791638,-3.565909,-41.30723,268.4323,27.91614,-2.221237,0.007490131,-3.529064
42.855,38.09172,295.3014,36.62981,-2.763525,0.007785936,-3.567904,-41.19286,269.6908,27.62623,-2.221228,0.007487877,-3.529853
42.86,39.70841,299.556,36.21411,-2.764051,0.007782229,-3.569294,-41.08086,271.8837,26.99165,-2.221326,0.007486361,-3.53022
42.865,41.44878,304.7706,34.87873,-2.76456,0.007780467,-3.570091,-41.04745,275.3908,26.02227,-2.221533,0.007485769,-3.530101
42.87,43.23432,311.0459,32.74511,-2.765036,0.007780482,-3.570335,-41.17184,280.6018,24.72878,-2.221852,0.007486272,-3.529434
42.875,44.97945,318.4893,30.05201,-2.765459,0.007781985,-3.570104,-41.51728,287.8205,23.10595,-2.222276,0.007487974,-3.528191
42.88,46.59253,327.1666,27.11258,-2.765806,0.007784597,-3.569499,-42.1133,297.1591,21.12753,-2.222791,0.007490853,-3.526403
42.885,47.98034,337.0516,24.25312,-2.766059,0.007787876,-3.568644,-42.94447,308.4539,18.75899,-2.22337,0.007494724,-3.524176
42.89,49.05684,347.9863,21.75082,-2.76621,0.007791378,-3.567669,-43.94937,321.2326,15.98701,-2.223974,0.007499257,-3.521681
42.895,49.75601,359.666,19.78976,-2.766266,0.007794693,-3.566701,-45.0301,334.7555,12.85683,-2.224561,0.007504037,-3.51913
42.9,50.04669,371.6569,18.44825,-2.766246,0.007797484,-3.56585,-46.06991,348.124,9.503663,-2.225087,0.007508632,-3.516737
42.905,49.94562,383.4463,17.71753,-2.766181,0.007799508,-3.565207,-46.95417,360.4344,6.163894,-2.225515,0.007512657,-3.514691
42.91,49.52311,394.5159,17.53905,-2.766105,0.007800621,-3.564832,-47.58989,370.9361,3.156455,-2.22582,0.007515807,-3.513136
42.915,48.89742,404.422,17.8423,-2.766055,0.007800778,-3.564759,-47.92015,379.1577,0.8328221,-2.22599,0.007517874,-3.512164
42.92,48.21677,412.8586,18.56748,-2.76606,0.007800019,-3.56499,-47.93127,384.9705,-0.4952313,-2.226026,0.007518754,-3.511806
42.925,47.63232,419.6882,19.66559,-2.766146,0.007798466,-3.565502,-47.6525,388.5765,-0.6317874,-2.225947,0.007518451,-3.512032
42.93,47.26867,424.9323,21.07904,-2.766325,0.007796304,-3.566247,-47.14885,390.4238,0.4457689,-2.225782,0.007517082,-3.512758
42.935,47.20033,428.7305,22.71547,-2.766604,0.00779376,-3.567158,-46.5092,391.0731,2.56756,-2.225566,0.007514867,-3.513854
42.94,47.44156,431.2845,24.43248,-2.766977,0.007791089,-3.568157,-45.83243,391.0537,5.399562,-2.225332,0.007512112,-3.515162
42.945,47.95276,432.8064,26.04666,-2.767433,0.007788536,-3.569164,-45.21444,390.7486,8.513822,-2.225102,0.00750917,-3.516528
42.95,48.66025,433.4848,27.36811,-2.767958,0.007786312,-3.570108,-44.73767,390.3407,11.48066,-2.224884,0.007506383,-3.517825
42.955,49.48113,433.4714,28.24723,-2.768536,0.00778457,-3.570934,-44.46358,389.8266,13.9557,-2.224669,0.00750403,-3.518965
42.96,50.34387,432.8863,28.61289,-2.769151,0.007783396,-3.571609,-44.4273,389.0862,15.73728,-2.224444,0.007502295,-3.519911
42.965,51.19851,431.8323,28.4847,-2.76979,0.007782816,-3.572117,-44.63376,387.9765,16.7808,-2.224194,0.007501255,-3.520656
42.97,52.01614,430.4113,27.95442,-2.770437,0.007782823,-3.572453,-45.05547,386.4191,17.17184,-2.223914,0.007500902,-3.521211
42.975,52.78144,428.7349,27.14511,-2.77108,0.007783403,-3.572615,-45.63393,384.4561,17.0731,-2.223611,0.007501174,-3.521588
42.98,53.48317,426.926,26.16498,-2.7717,0.00778456,-3.572591,-46.28673,382.2628,16.66741,-2.223306,0.007501982,-3.521785
42.985,54.1067,425.1091,25.07301,-2.772282,0.007786327,-3.572363,-46.92082,380.119,16.11544,-2.223028,0.007503235,-3.521787
42.99,54.63101,423.3927,23.8684,-2.772808,0.007788762,-3.571905,-47.44925,378.3489,15.53631,-2.222811,0.007504852,-3.52157
42.995,55.02961,421.8459,22.50566,-2.773266,0.007791916,-3.571195,-47.80628,377.2476,15.00709,-2.222683,0.007506762,-3.521113
43,55.27297,420.4783,20.92627,-2.773644,0.007795816,-3.570219,-47.95583,377.017,14.57015,-2.222663,0.007508915,-3.520405
43.005,55.32919,419.2289,19.09067,-2.773937,0.00780044,-3.56898,-47.89024,377.7288,14.23808,-2.222756,0.007511281,-3.519449
43.01,55.16161,417.9716,16.99513,-2.774142,0.007805721,-3.567498,-47.62046,379.3244,13.99233,-2.222954,0.007513856,-3.518259
43.015,54.72513,416.5488,14.66639,-2.774259,0.00781157,-3.565799,-47.16257,381.648,13.77944,-2.223239,0.00751665,-3.516857
43.02,53.96565,414.8332,12.1386,-2.774283,0.007817913,-3.563902,-46.52687,384.5005,13.51323,-2.223592,0.007519679,-3.51527
43.025,52.82716,412.8144,9.42594,-2.774205,0.007824734,-3.561808,-45.71443,387.6944,13.08944,-2.223995,0.007522944,-3.513523
43.03,51.26794,410.6853,6.505616,-2.774011,0.007832099,-3.55949,-44.72175,391.0965,12.41237,-2.224437,0.007526413,-3.511647
43.035,49.28275,408.8964,3.321876,-2.773683,0.007840154,-3.556895,-43.55022,394.65,11.42518,-2.22491,0.007530017,-3.509675
43.04,46.92398,408.1393,-0.1873768,-2.773209,0.007849071,-3.553963,-42.21468,398.3747,10.13107,-2.225413,0.007533658,-3.507645
43.045,44.31409,409.2389,-4.049216,-2.772594,0.007858964,-3.550664,-40.74663,402.3487,8.595469,-2.225947,0.007537229,-3.50559
43.05,41.64273,412.9647,-8.21511,-2.771866,0.007869779,-3.547028,-39.19069,406.6768,6.926572,-2.226512,0.00754065,-3.503538
43.055,39.14579,419.8056,-12.53935,-2.771076,0.007881233,-3.543168,-37.59596,411.4512,5.239501,-2.227107,0.007543882,-3.501506
43.06,37.06829,429.7792,-16.79004,-2.770299,0.007892839,-3.539269,-36.00583,416.717,3.615341,-2.227724,0.007546948,-3.499495
43.065,35.61815,442.3473,-20.6945,-2.769606,0.007904023,-3.535541,-34.44985,422.4489,2.068336,-2.228355,0.007549922,-3.497496
43.07,34.92224,456.4754,-24.00605,-2.769059,0.007914281,-3.532167,-32.94134,428.5491,0.5340055,-2.228986,0.007552913,-3.495488
43.075,34.99755,470.8289,-26.56849,-2.768693,0.007923281,-3.529267,-31.48345,434.8671,-1.113811,-2.229608,0.007556043,-3.493449
43.08,35.7473,484.0497,-28.35429,-2.768519,0.007930902,-3.526883,-30.08353,441.2394,-3.018543,-2.230208,0.007559421,-3.491357
43.085,36.98539,495.0353,-29.46306,-2.768531,0.007937202,-3.524992,-28.77079,447.5358,-5.283058,-2.230778,0.007563126,-3.489201
43.09,38.48327,503.1435,-30.08302,-2.768707,0.007942364,-3.523531,-27.60809,453.6974,-7.920958,-2.231308,0.007567196,-3.486983
43.095,40.0259,508.2746,-30.43155,-2.769021,0.007946636,-3.522409,-26.68948,459.7489,-10.83807,-2.231789,0.007571624,-3.484716
43.1,41.46035,510.8222,-30.69578,-2.769442,0.007950288,-3.52153,-26.12057,465.7785,-13.85269,-2.232215,0.007576362,-3.482428
43.105,42.72307,511.5241,-30.99083,-2.769939,0.007953572,-3.520801,-25.98778,471.8913,-16.74588,-2.232582,0.007581328,-3.480154
43.11,43.83898,511.2688,-31.34418,-2.770479,0.0079567,-3.520142,-26.32882,478.1561,-19.3211,-2.23289,0.007586419,-3.47793
43.115,44.89385,510.9143,-31.70485,-2.771033,0.007959829,-3.51949,-27.1173,484.5691,-21.45107,-2.233139,0.007591529,-3.475789
43.12,45.99021,511.1593,-31.96961,-2.77157,0.007963058,-3.518799,-28.26789,491.049,-23.09825,-2.233335,0.007596565,-3.473757
43.125,47.20108,512.4846,-32.016,-2.772062,0.007966436,-3.518039,-29.65881,497.4607,-24.30786,-2.233483,0.007601469,-3.471845
43.13,48.53663,515.1525,-31.7334,-2.772484,0.007969973,-3.517196,-31.16086,503.6562,-25.18188,-2.23359,0.007606214,-3.470051
43.135,49.93393,519.2424,-31.04727,-2.772814,0.007973652,-3.51626,-32.66069,509.513,-25.84676,-2.233663,0.0076108,-3.468364
43.14,51.27166,524.6921,-29.93516,-2.773033,0.007977447,-3.515233,-34.07059,514.9555,-26.42594,-2.233713,0.007615241,-3.466763
43.145,52.403,531.3216,-28.43551,-2.773133,0.007981322,-3.514119,-35.32526,519.9543,-27.02334,-2.233751,0.007619549,-3.465227
43.15,53.1947,538.8348,-26.65001,-2.773115,0.00798524,-3.51293,-36.37232,524.5058,-27.71689,-2.233788,0.007623726,-3.463736
43.155,53.56069,546.8097,-24.73809,-2.772996,0.007989162,-3.511687,-37.16546,528.6015,-28.55747,-2.233835,0.007627765,-3.462277
43.16,53.48228,554.7037,-22.90102,-2.772803,0.007993039,-3.51042,-37.66658,532.2056,-29.56778,-2.233898,0.007631651,-3.460846
43.165,53.01199,561.896,-21.35488,-2.772576,0.007996821,-3.509163,-37.85665,535.2523,-30.73991,-2.233978,0.007635372,-3.459444
43.17,52.26157,567.7731,-20.29639,-2.772357,0.008000448,-3.507957,-37.74975,537.6704,-32.03426,-2.234073,0.007638928,-3.458077
43.175,51.37759,571.84,-19.86999,-2.772189,0.008003854,-3.506843,-37.40161,539.4253,-33.38486,-2.234176,0.007642333,-3.456749
43.18,50.51006,573.8237,-20.1449,-2.772102,0.008006974,-3.505859,-36.90608,540.5639,-34.7138,-2.23428,0.007645619,-3.45546
43.185,49.78124,573.7348,-21.10684,-2.772118,0.008009745,-3.505033,-36.37846,541.2411,-35.95251,-2.23438,0.007648833,-3.454202
43.19,49.26216,571.865,-22.66371,-2.772237,0.008012117,-3.504382,-35.9304,541.7158,-37.06303,-2.234476,0.007652026,-3.452957
43.195,48.96297,568.7194,-24.66005,-2.772447,0.008014064,-3.503906,-35.6449,542.3126,-38.05135,-2.234575,0.007655244,-3.4517
43.2,48.83939,564.9097,-26.89601,-2.772721,0.008015584,-3.503591,-35.55928,543.3589,-38.96732,-2.234688,0.007658516,-3.450402
43.205,48.81213,561.0386,-29.14902,-2.773024,0.008016706,-3.503412,-35.66102,545.1162,-39.89067,-2.234829,0.007661846,-3.449041
43.21,48.79193,557.6105,-31.19952,-2.77332,0.008017486,-3.503332,-35.89634,547.7274,-40.90768,-2.235009,0.007665213,-3.447605
43.215,48.70112,554.9847,-32.86183,-2.773578,0.008017999,-3.503312,-36.1879,551.1942,-42.08626,-2.235237,0.007668571,-3.4461
43.22,48.48553,553.3733,-34.01678,-2.773774,0.008018338,-3.503312,-36.45547,555.3899,-43.4571,-2.235511,0.007671863,-3.444545
43.225,48.11536,552.872,-34.63796,-2.773892,0.008018608,-3.503293,-36.63448,560.0997,-45.00618,-2.235824,0.007675029,-3.442972
43.23,47.57895,553.5063,-34.8007,-2.773925,0.008018919,-3.503217,-36.68852,565.0748,-46.67939,-2.236164,0.007678026,-3.441416
43.235,46.87582,555.2755,-34.66669,-2.773871,0.008019379,-3.50305,-36.61409,570.0862,-48.39632,-2.236515,0.007680823,-3.439911
43.24,46.0139,558.1736,-34.44552,-2.77373,0.008020081,-3.502765,-36.43698,574.9672,-50.06832,-2.236862,0.007683407,-3.438485
43.245,45.01258,562.1791,-34.34354,-2.773508,0.008021086,-3.502347,-36.20077,579.6378,-51.61603,-2.237195,0.007685778,-3.437155
43.25,43.90883,567.2155,-34.51483,-2.773218,0.008022405,-3.501798,-35.94953,584.1076,-52.98304,-2.237506,0.00768794,-3.43593
43.255,42.76165,573.1045,-35.02726,-2.772879,0.008023981,-3.501147,-35.70851,588.4551,-54.14443,-2.237796,0.007689905,-3.434805
43.26,41.6501,579.5407,-35.8508,-2.772519,0.008025692,-3.500443,-35.46861,592.7853,-55.11065,-2.238067,0.007691689,-3.433772
43.265,40.66232,586.1083,-36.86874,-2.772166,0.00802737,-3.499754,-35.18067,597.1768,-55.92695,-2.238326,0.00769331,-3.432814
43.27,39.87699,592.3431,-37.90749,-2.771849,0.008028839,-3.499146,-34.76348,601.6346,-56.66716,-2.238579,0.007694782,-3.431916
43.275,39.34262,597.8216,-38.77716,-2.771587,0.008029949,-3.498675,-34.12547,606.0684,-57.41986,-2.238829,0.007696119,-3.431069
43.28,39.06185,602.2494,-39.31417,-2.771388,0.008030612,-3.498371,-33.19486,610.3106,-58.26653,-2.239078,0.007697329,-3.430267
43.285,38.98698,605.5228,-39.41753,-2.771246,0.008030816,-3.498236,-31.94916,614.1676,-59.25585,-2.239324,0.007698422,-3.42951
43.29,39.02867,607.7455,-39.07198,-2.771147,0.008030628,-3.498241,-30.43397,617.4887,-60.38263,-2.23956,0.007699405,-3.428806
43.295,39.07552,609.1988,-38.35297,-2.771066,0.008030174,-3.498335,-28.76305,620.2217,-61.58111,-2.239778,0.007700291,-3.428163
43.3,39.01964,610.2757,-37.41004,-2.770978,0.008029599,-3.498462,-27.09768,622.4384,-62.73758,-2.239968,0.007701097,-3.427591
43.305,38.78146,611.3989,-36.4289,-2.770864,0.008029028,-3.498574,-25.6104,624.3231,-63.71966,-2.240122,0.007701837,-3.427099
43.31,38.32794,612.9451,-35.57842,-2.770714,0.008028527,-3.498646,-24.44479,626.136,-64.41224,-2.240232,0.007702525,-3.426691
43.315,37.6794,615.1856,-34.95645,-2.77053,0.00802808,-3.498685,-23.68405,628.1638,-64.74773,-2.240297,0.007703168,-3.426369
43.32,36.90307,618.2489,-34.55258,-2.770328,0.008027589,-3.498727,-23.3377,630.6708,-64.72062,-2.240319,0.007703765,-3.426131
43.325,36.09513,622.1006,-34.24297,-2.770131,0.008026898,-3.498832,-23.34891,633.8536,-64.38285,-2.240302,0.007704306,-3.425972
43.33,35.35709,626.545,-33.82201,-2.769964,0.008025836,-3.499064,-23.61868,637.8046,-63.82371,-2.240254,0.007704776,-3.425886
43.335,34.7737,631.2523,-33.06205,-2.769849,0.008024261,-3.499479,-24.03809,642.4914,-63.14272,-2.240181,0.00770516,-3.425866
43.34,34.3982,635.8195,-31.78224,-2.769803,0.008022096,-3.500106,-24.51833,647.7593,-62.42523,-2.240091,0.007705448,-3.425907
43.345,34.24748,639.8602,-29.9042,-2.769828,0.008019355,-3.500944,-25.00932,653.3626,-61.72845,-2.239988,0.007705638,-3.426002
43.35,34.30582,643.1037,-27.47769,-2.76992,0.008016145,-3.501959,-25.50186,659.0167,-61.08176,-2.239875,0.007705745,-3.426141
43.355,34.53368,645.4722,-24.66976,-2.770064,0.008012645,-3.503087,-26.01372,664.4594,-60.49927,-2.239756,0.007705791,-3.426311
43.36,34.87784,647.1105,-21.72341,-2.770239,0.008009084,-3.50425,-26.5661,669.5024,-59.99735,-2.239634,0.007705811,-3.426493
43.365,35.2797,648.3522,-18.90071,-2.770418,0.008005696,-3.505364,-27.16065,674.0614,-59.60641,-2.239515,0.007705836,-3.426669
43.37,35.68105,649.627,-16.42781,-2.770579,0.008002677,-3.506356,-27.76702,678.1569,-59.36831,-2.239406,0.007705889,-3.426821
43.375,36.02792,651.3339,-14.45544,-2.770699,0.008000153,-3.507179,-28.32721,681.8847,-59.31822,-2.239311,0.007705972,-3.426939
43.38,36.27484,653.7161,-13.04084,-2.770765,0.007998155,-3.507815,-28.77571,685.3649,-59.45883,-2.239236,0.007706064,-3.427025
43.385,36.39121,656.7788,-12.14936,-2.770775,0.007996624,-3.508281,-29.06769,688.6855,-59.74109,-2.239179,0.007706132,-3.42709
43.39,36.3695,660.2771,-11.67074,-2.770737,0.007995432,-3.50862,-29.20367,691.8594,-60.0642,-2.239135,0.007706138,-3.427156
43.395,36.23226,663.7773,-11.44487,-2.770668,0.007994425,-3.508886,-29.2396,694.8107,-60.29908,-2.239096,0.007706055,-3.427245
43.4,36.03342,666.7682,-11.29357,-2.77059,0.007993464,-3.509135,-29.27687,697.3942,-60.32823,-2.239051,0.007705876,-3.427377
43.405,35.85138,668.7832,-11.05484,-2.770527,0.007992454,-3.509406,-29.43388,699.4392,-60.08646,-2.238991,0.007705619,-3.427558
43.41,35.77465,669.4987,-10.61424,-2.770497,0.007991364,-3.509719,-29.80862,700.8019,-59.58596,-2.238913,0.007705315,-3.427783
43.415,35.88407,668.786,-9.926729,-2.770513,0.007990221,-3.510071,-30.44487,701.4072,-58.91526,-2.23882,0.007705006,-3.428034
43.42,36.23676,666.7159,-9.022719,-2.77058,0.007989102,-3.510443,-31.31395,701.2681,-58.21182,-2.238718,0.007704731,-3.428287
43.425,36.85548,663.5237,-7.995782,-2.770693,0.007988105,-3.510802,-32.31907,700.4811,-57.61799,-2.238618,0.007704517,-3.428516
43.43,37.72509,659.5508,-6.974793,-2.770845,0.007987333,-3.511113,-33.32254,699.2005,-57.23566,-2.238532,0.007704369,-3.428699
43.435,38.79573,655.1771,-6.088528,-2.77102,0.007986867,-3.511345,-34.18858,697.6043,-57.09501,-2.238469,0.007704272,-3.428831
43.44,39.99152,650.7573,-5.433721,-2.771201,0.007986748,-3.511476,-34.8288,695.8613,-57.14723,-2.23843,0.00770419,-3.428919
43.445,41.22301,646.5727,-5.057159,-2.77137,0.007986977,-3.511495,-35.23494,694.1068,-57.28305,-2.238413,0.00770408,-3.428984
43.45,42.40064,642.8019,-4.95812,-2.771513,0.007987522,-3.511406,-35.48598,692.427,-57.37099,-2.238405,0.007703902,-3.429057
43.455,43.44699,639.5122,-5.109674,-2.771617,0.007988331,-3.511217,-35.72563,690.8516,-57.30294,-2.238395,0.007703632,-3.429165
43.46,44.30578,636.6684,-5.488395,-2.771676,0.007989363,-3.510937,-36.11681,689.3542,-57.03132,-2.23837,0.007703272,-3.429328
43.465,44.94708,634.1582,-6.096734,-2.77169,0.007990594,-3.510574,-36.78906,687.8638,-56.58477,-2.238324,0.007702848,-3.429545
43.47,45.36813,631.8313,-6.965654,-2.771662,0.007992024,-3.510129,-37.7963,686.2879,-56.05744,-2.238257,0.007702403,-3.429802
43.475,45.59033,629.5448,-8.13608,-2.7716,0.007993671,-3.509601,-39.09751,684.5458,-55.57752,-2.238179,0.00770198,-3.430068
43.48,45.65382,627.2014,-9.629129,-2.771512,0.007995552,-3.508988,-40.56426,682.6016,-55.26801,-2.238105,0.007701608,-3.43031
43.485,45.61229,624.7704,-11.4199,-2.771407,0.00799766,-3.508299,-42.01133,680.4856,-55.21406,-2.238054,0.007701285,-3.430501
43.49,45.52921,622.2853,-13.42634,-2.771295,0.007999949,-3.507552,-43.24135,678.2987,-55.44534,-2.238039,0.007700974,-3.430631
43.495,45.47449,619.8231,-15.51713,-2.771189,0.008002323,-3.506782,-44.09258,676.1936,-55.93394,-2.238069,0.007700608,-3.430709
43.5,45.51866,617.4708,-17.53536,-2.771103,0.008004648,-3.506037,-44.47932,674.3379,-56.60252,-2.238141,0.007700114,-3.430768
43.505,45.72241,615.2906,-19.331,-2.771048,0.008006759,-3.505373,-44.4157,672.8669,-57.33651,-2.238237,0.007699426,-3.430854
43.51,46.12305,613.2947,-20.79236,-2.771035,0.008008498,-3.504843,-44.01702,671.8377,-57.99813,-2.238331,0.007698509,-3.431022
43.515,46.72317,611.4421,-21.86661,-2.771071,0.008009731,-3.50449,-43.47609,671.2,-58.44383,-2.23839,0.007697361,-3.431325
43.52,47.48733,609.6636,-22.56207,-2.771155,0.008010374,-3.504341,-43.01807,670.7974,-58.54729,-2.238381,0.007696011,-3.431801
43.525,48.34922,607.9078,-22.93174,-2.771281,0.008010399,-3.504399,-42.84412,670.4047,-58.22581,-2.238284,0.007694505,-3.432469
43.53,49.22688,606.1917,-23.0452,-2.771437,0.00800984,-3.504649,-43.08008,669.7938,-57.46169,-2.23809,0.007692891,-3.433325
43.535,50.04006,604.6346,-22.96124,-2.771604,0.008008776,-3.505057,-43.74672,668.8053,-56.30892,-2.237803,0.007691208,-3.434348
43.54,50.72338,603.4584,-22.71279,-2.771763,0.008007321,-3.505577,-44.76064,667.3972,-54.88118,-2.237442,0.007689482,-3.4355
43.545,51.23151,602.9539,-22.30896,-2.771893,0.008005609,-3.506161,-45.96359,665.6535,-53.3261,-2.237033,0.007687722,-3.436739
43.55,51.53677,603.4184,-21.7499,-2.771975,0.008003764,-3.506759,-47.16721,663.7513,-51.79641,-2.236606,0.007685924,-3.438019
43.555,51.62261,605.0837,-21.043,-2.771999,0.008001885,-3.507337,-48.19721,661.9059,-50.42675,-2.23619,0.00768407,-3.439302
43.56,51.47768,608.0513,-20.20988,-2.77196,0.008000018,-3.507878,-48.92409,660.3119,-49.31772,-2.235808,0.00768213,-3.440561
43.565,51.09314,612.2524,-19.27986,-2.771861,0.007998143,-3.508391,-49.27559,659.097,-48.52342,-2.235477,0.007680062,-3.441785
43.57,50.46349,617.4399,-18.27477,-2.771712,0.00799618,-3.508904,-49.23274,658.2876,-48.0387,-2.235203,0.007677816,-3.44298
