time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
32,71.03511,434.4943,3.013177,-2.762059,0.007963624,-3.513658,-64.26456,425.3199,-6.692496,-2.238018,0.007549135,-3.482755
32.005,71.02506,434.4582,2.957155,-2.762054,0.007963896,-3.513574,-64.20324,425.3667,-6.675579,-2.238034,0.007549132,-3.482731
32.01,71.01205,434.3594,2.896212,-2.762047,0.007964137,-3.513497,-64.13896,425.3981,-6.648301,-2.238054,0.007549057,-3.482726
32.015,70.99765,434.2221,2.843693,-2.762034,0.007964343,-3.513428,-64.08118,425.4163,-6.612103,-2.238073,0.007548939,-3.482737
32.02,70.98181,434.0657,2.812574,-2.762018,0.007964515,-3.513368,-64.03882,425.4192,-6.567509,-2.238087,0.00754881,-3.482759
32.025,70.96256,433.8962,2.810835,-2.762004,0.007964659,-3.513317,-64.01764,425.4007,-6.515194,-2.238095,0.007548696,-3.482787
32.03,70.93612,433.7035,2.838601,-2.761997,0.007964784,-3.513276,-64.01851,425.3506,-6.457052,-2.238094,0.007548614,-3.482816
32.035,70.89764,433.4639,2.888167,-2.762003,0.007964892,-3.513247,-64.03749,425.2572,-6.396694,-2.238085,0.007548565,-3.482846
32.04,70.84246,433.1485,2.946798,-2.762024,0.007964981,-3.513231,-64.06757,425.1088,-6.339073,-2.238072,0.007548544,-3.482874
32.045,70.76767,432.7342,3.001084,-2.762058,0.007965038,-3.513232,-64.10129,424.8978,-6.289317,-2.238055,0.007548539,-3.482902
32.05,70.67336,432.2128,3.041176,-2.7621,0.007965048,-3.513251,-64.13305,424.6241,-6.251255,-2.238037,0.007548537,-3.48293
32.055,70.563,431.5964,3.063505,-2.762143,0.007965001,-3.513287,-64.16043,424.2977,-6.226358,-2.238019,0.00754853,-3.482961
32.06,70.44282,430.9145,3.071205,-2.762176,0.007964896,-3.513336,-64.18413,423.939,-6.213632,-2.237999,0.007548515,-3.482997
32.065,70.32008,430.2062,3.072212,-2.762197,0.007964744,-3.513392,-64.20689,423.5766,-6.210522,-2.237976,0.007548497,-3.483039
32.07,70.20097,429.509,3.075811,-2.762202,0.007964567,-3.513448,-64.23216,423.2415,-6.214365,-2.237949,0.007548487,-3.483085
32.075,70.08886,428.8493,3.088961,-2.762194,0.00796439,-3.513498,-64.26287,422.9612,-6.2237,-2.237915,0.007548498,-3.483133
32.08,69.9838,428.2388,3.113776,-2.762181,0.007964235,-3.513537,-64.30063,422.755,-6.238907,-2.237875,0.007548542,-3.483181
32.085,69.88324,427.676,3.147042,-2.762167,0.007964114,-3.513567,-64.34535,422.6319,-6.261952,-2.23783,0.007548621,-3.483223
32.09,69.7838,427.1526,3.181731,-2.76216,0.007964026,-3.513589,-64.39523,422.5915,-6.295394,-2.237783,0.007548726,-3.48326
32.095,69.68318,426.6605,3.209774,-2.762161,0.007963959,-3.51361,-64.44724,422.6266,-6.341044,-2.237738,0.007548842,-3.483291
32.1,69.58154,426.1977,3.224938,-2.76217,0.007963898,-3.513633,-64.49802,422.7261,-6.398837,-2.237697,0.00754895,-3.483317
32.105,69.48155,425.7705,3.224818,-2.762182,0.007963829,-3.51366,-64.54526,422.8779,-6.466471,-2.237664,0.007549035,-3.483339
32.11,69.38729,425.3928,3.211316,-2.762191,0.007963752,-3.513688,-64.58906,423.0703,-6.539975,-2.23764,0.007549095,-3.483356
32.115,69.30258,425.0818,3.189589,-2.762192,0.007963679,-3.513711,-64.63281,423.2939,-6.614925,-2.237623,0.00754914,-3.483367
32.12,69.22971,424.8539,3.165923,-2.762182,0.007963634,-3.513719,-64.68286,423.5433,-6.68773,-2.237612,0.00754919,-3.483367
32.125,69.16903,424.7198,3.145416,-2.76216,0.007963645,-3.513704,-64.74671,423.8178,-6.756545,-2.237604,0.00754927,-3.483352
32.13,69.11959,424.6817,3.130381,-2.76213,0.007963734,-3.513662,-64.83033,424.122,-6.82155,-2.237595,0.007549403,-3.48332
32.135,69.08023,424.732,3.120084,-2.762099,0.007963907,-3.513593,-64.93588,424.464,-6.884457,-2.237583,0.007549602,-3.48327
32.14,69.05051,424.8544,3.111858,-2.762071,0.007964155,-3.513504,-65.06072,424.8527,-6.947382,-2.237566,0.007549867,-3.483206
32.145,69.0311,425.0267,3.102937,-2.76205,0.007964447,-3.513405,-65.19825,425.2937,-7.011532,-2.237544,0.007550183,-3.483132
32.15,69.02318,425.224,3.092098,-2.762037,0.007964737,-3.513311,-65.33967,425.7854,-7.07634,-2.237517,0.007550519,-3.483058
32.155,69.02719,425.4224,3.080305,-2.762029,0.007964974,-3.513236,-65.47586,426.316,-7.139448,-2.237488,0.007550842,-3.482992
32.16,69.04146,425.6014,3.070179,-2.762022,0.007965112,-3.51319,-65.59882,426.8638,-7.197435,-2.237458,0.007551119,-3.482944
32.165,69.0614,425.7458,3.064724,-2.762012,0.007965125,-3.513181,-65.70247,427.4004,-7.246798,-2.237427,0.007551329,-3.48292
32.17,69.07966,425.8454,3.066034,-2.761994,0.007965007,-3.513207,-65.78321,427.8954,-7.284721,-2.237394,0.007551471,-3.482922
32.175,69.08744,425.8946,3.074593,-2.761971,0.007964782,-3.513263,-65.8401,428.3213,-7.309388,-2.237359,0.007551556,-3.482948
32.18,69.07665,425.8907,3.089349,-2.761945,0.007964491,-3.513337,-65.87478,428.6578,-7.319976,-2.23732,0.007551609,-3.48299
32.185,69.04212,425.8325,3.108304,-2.761923,0.007964181,-3.513419,-65.8911,428.8926,-7.316548,-2.237279,0.007551654,-3.483039
32.19,68.98315,425.7189,3.129219,-2.76191,0.007963894,-3.513498,-65.89462,429.0213,-7.299954,-2.237237,0.007551711,-3.483084
32.195,68.90384,425.5483,3.15029,-2.761911,0.007963653,-3.513571,-65.89181,429.0448,-7.271641,-2.237199,0.007551783,-3.483118
32.2,68.81201,425.3189,3.170839,-2.761926,0.007963458,-3.513638,-65.889,428.9681,-7.233347,-2.237168,0.007551865,-3.483139
32.205,68.71704,425.0296,3.191994,-2.761952,0.007963291,-3.513702,-65.89124,428.8006,-7.186803,-2.237145,0.007551944,-3.483148
32.21,68.62739,424.6825,3.21707,-2.761983,0.007963124,-3.513768,-65.90163,428.5577,-7.133672,-2.237129,0.007552006,-3.483151
32.215,68.5485,424.2854,3.251217,-2.76201,0.007962933,-3.51384,-65.92134,428.2631,-7.07576,-2.237117,0.007552048,-3.483155
32.22,68.48185,423.853,3.30007,-2.762025,0.007962705,-3.513917,-65.95041,427.9491,-7.015301,-2.237104,0.007552078,-3.483165
32.225,68.42546,423.4078,3.367678,-2.762025,0.007962444,-3.513995,-65.98857,427.6535,-6.955062,-2.237087,0.007552113,-3.48318
32.23,68.37558,422.9794,3.454556,-2.762009,0.007962169,-3.514069,-66.03566,427.4144,-6.89812,-2.23706,0.007552179,-3.483198
32.235,68.32887,422.6013,3.556805,-2.761979,0.007961914,-3.514131,-66.0915,427.2643,-6.847391,-2.237025,0.007552296,-3.483213
32.24,68.2842,422.3073,3.666766,-2.761944,0.00796171,-3.514173,-66.15545,427.2239,-6.80506,-2.236982,0.007552472,-3.48322
32.245,68.2435,422.1257,3.774935,-2.76191,0.007961581,-3.514195,-66.22594,427.2999,-6.772185,-2.236935,0.007552701,-3.483215
32.25,68.21135,422.0744,3.872293,-2.761886,0.007961534,-3.514196,-66.3005,427.4846,-6.7487,-2.236888,0.007552958,-3.483198
32.255,68.1937,422.1572,3.952023,-2.761872,0.007961558,-3.514182,-66.37629,427.76,-6.733922,-2.236847,0.007553212,-3.483175
32.26,68.19602,422.3624,4.009986,-2.761869,0.007961629,-3.514159,-66.4511,428.1028,-6.727313,-2.236815,0.007553437,-3.483148
32.265,68.22107,422.6656,4.044047,-2.76187,0.007961724,-3.514131,-66.5243,428.4899,-6.729048,-2.236794,0.007553618,-3.483119
32.27,68.26706,423.0334,4.052973,-2.76187,0.007961827,-3.5141,-66.59735,428.9021,-6.74007,-2.236784,0.00755376,-3.483085
32.275,68.3268,423.429,4.035698,-2.761863,0.00796194,-3.514062,-66.67355,429.3252,-6.76155,-2.236784,0.007553888,-3.483041
32.28,68.38858,423.8164,3.991311,-2.761844,0.007962077,-3.514011,-66.75692,429.7482,-6.794037,-2.236791,0.007554032,-3.482981
32.285,68.43883,424.1628,3.919766,-2.761813,0.007962255,-3.513941,-66.85058,430.1607,-6.836808,-2.236801,0.007554218,-3.482902
32.29,68.46583,424.4405,3.823033,-2.76177,0.00796249,-3.513848,-66.95507,430.5503,-6.887898,-2.236811,0.007554461,-3.482803
32.295,68.46317,424.6286,3.706256,-2.761719,0.007962779,-3.513734,-67.06708,430.9022,-6.944895,-2.236819,0.007554756,-3.482689
32.3,68.43162,424.7161,3.578253,-2.761664,0.007963103,-3.513608,-67.17926,431.1999,-7.00606,-2.236824,0.007555084,-3.482568
32.305,68.37857,424.7038,3.450793,-2.761609,0.007963434,-3.51348,-67.28164,431.4287,-7.070939,-2.236827,0.00755542,-3.482449
32.31,68.31513,424.6058,3.336483,-2.761558,0.007963741,-3.513361,-67.36429,431.5785,-7.13996,-2.236829,0.007555739,-3.482337
32.315,68.25198,424.4473,3.245768,-2.761514,0.007964004,-3.513258,-67.42033,431.6467,-7.213194,-2.236829,0.007556032,-3.482236
32.32,68.19554,424.2584,3.184174,-2.761478,0.007964223,-3.513174,-67.44815,431.6391,-7.289094,-2.236826,0.007556301,-3.482149
32.325,68.14582,424.067,3.150953,-2.76145,0.007964412,-3.513102,-67.45189,431.5685,-7.364062,-2.236819,0.007556559,-3.482071
32.33,68.09684,423.8917,3.139734,-2.761429,0.007964595,-3.513036,-67.44009,431.4519,-7.433203,-2.236807,0.007556823,-3.481999
32.335,68.03943,423.7378,3.140966,-2.761415,0.007964791,-3.51297,-67.42286,431.3067,-7.491873,-2.236792,0.0075571,-3.481927
32.34,67.96534,423.5967,3.145256,-2.761403,0.007965005,-3.512899,-67.40861,431.1473,-7.537256,-2.236776,0.007557386,-3.481854
32.345,67.87091,423.4499,3.146414,-2.76139,0.007965229,-3.512825,-67.40169,430.9829,-7.5692,-2.236762,0.007557669,-3.481778
32.35,67.75883,423.2757,3.143145,-2.761373,0.007965439,-3.512753,-67.40152,430.8176,-7.590011,-2.236754,0.007557932,-3.4817
32.355,67.6375,423.0571,3.13892,-2.761347,0.007965611,-3.512687,-67.40334,430.6517,-7.603285,-2.236754,0.007558164,-3.481621
32.36,67.51833,422.7872,3.14023,-2.761312,0.007965724,-3.512635,-67.40009,430.4836,-7.612303,-2.236762,0.007558363,-3.48154
32.365,67.41217,422.4725,3.153976,-2.761271,0.00796577,-3.5126,-67.38464,430.3106,-7.618729,-2.236776,0.007558538,-3.481459
32.37,67.3262,422.1315,3.184946,-2.761228,0.007965759,-3.512581,-67.35186,430.1305,-7.622269,-2.236793,0.007558704,-3.481375
32.375,67.26256,421.7894,3.234206,-2.761191,0.007965708,-3.512576,-67.30005,429.9414,-7.621389,-2.236812,0.007558878,-3.481286
32.38,67.21908,421.4721,3.298843,-2.761165,0.00796564,-3.512584,-67.23161,429.7437,-7.614662,-2.236831,0.007559071,-3.481191
32.385,67.19174,421.1992,3.372964,-2.761157,0.007965572,-3.5126,-67.15264,429.5407,-7.602034,-2.236848,0.00755929,-3.481089
32.39,67.17722,420.9804,3.449291,-2.761165,0.007965507,-3.512624,-67.07168,429.3387,-7.585528,-2.236865,0.007559533,-3.480979
32.395,67.17465,420.8148,3.52062,-2.761185,0.007965442,-3.512654,-66.99785,429.1459,-7.569251,-2.236881,0.007559795,-3.480864
32.4,67.18549,420.6941,3.580683,-2.76121,0.007965369,-3.512689,-66.93887,428.9694,-7.558767,-2.236898,0.00756007,-3.480743
32.405,67.21201,420.6065,3.624488,-2.76123,0.007965285,-3.512724,-66.89949,428.8127,-7.560042,-2.236916,0.007560353,-3.480617
32.41,67.2552,420.5415,3.648444,-2.76124,0.007965201,-3.512755,-66.88068,428.6744,-7.578234,-2.236937,0.007560638,-3.480487
32.415,67.31316,420.4932,3.650523,-2.761239,0.007965138,-3.512774,-66.87968,428.5491,-7.616524,-2.236962,0.007560921,-3.480352
32.42,67.3806,420.462,3.630459,-2.761232,0.007965126,-3.512773,-66.89077,428.4305,-7.675125,-2.236989,0.007561199,-3.480215
32.425,67.45,420.4546,3.589888,-2.761224,0.007965193,-3.512749,-66.90657,428.3153,-7.750759,-2.237017,0.007561469,-3.480078
32.43,67.51372,420.4827,3.53235,-2.761221,0.007965357,-3.512698,-66.91948,428.2057,-7.836986,-2.237044,0.007561733,-3.479945
32.435,67.56651,420.5611,3.463135,-2.761226,0.007965615,-3.512623,-66.92316,428.1098,-7.925412,-2.237068,0.00756199,-3.47982
32.44,67.60705,420.7044,3.388912,-2.761237,0.007965951,-3.512528,-66.91361,428.0403,-8.007439,-2.237088,0.00756224,-3.479703
32.445,67.6379,420.9245,3.317016,-2.761251,0.007966341,-3.512417,-66.88953,428.0103,-8.075965,-2.237104,0.007562479,-3.479596
32.45,67.66431,421.228,3.25435,-2.761263,0.007966761,-3.512297,-66.85192,428.0308,-8.126462,-2.237119,0.007562697,-3.479498
32.455,67.69241,421.6149,3.206143,-2.761267,0.007967191,-3.51217,-66.80331,428.1072,-8.157025,-2.237137,0.007562881,-3.479408
32.46,67.72767,422.079,3.175033,-2.761262,0.007967622,-3.512037,-66.74714,428.2379,-8.167364,-2.237159,0.00756302,-3.479325
32.465,67.77398,422.6088,3.160831,-2.761242,0.00796805,-3.511899,-66.68754,428.4139,-8.157268,-2.237189,0.007563109,-3.479248
32.47,67.83319,423.1888,3.160961,-2.76121,0.007968474,-3.511754,-66.62928,428.6197,-8.125432,-2.237226,0.007563149,-3.479178
32.475,67.90511,423.7997,3.171298,-2.761166,0.007968888,-3.511607,-66.57731,428.8349,-8.069382,-2.237266,0.007563144,-3.479117
32.48,67.98759,424.419,3.187081,-2.761116,0.007969284,-3.511461,-66.53548,429.0372,-7.986622,-2.237307,0.007563096,-3.47907
32.485,68.07683,425.0217,3.203775,-2.761067,0.007969644,-3.511327,-66.5048,429.2041,-7.876497,-2.237345,0.007562995,-3.479046
32.49,68.16779,425.5829,3.217788,-2.761024,0.00796995,-3.511213,-66.48215,429.3167,-7.741806,-2.237378,0.007562823,-3.479053
32.495,68.25485,426.0816,3.226969,-2.760995,0.007970186,-3.511126,-66.46052,429.3609,-7.589346,-2.237406,0.007562559,-3.4791
32.5,68.33273,426.5039,3.230742,-2.760981,0.007970341,-3.511072,-66.4309,429.3293,-7.428994,-2.237431,0.007562184,-3.47919
32.505,68.39762,426.8465,3.229881,-2.760982,0.007970416,-3.511051,-66.38528,429.2212,-7.27148,-2.237454,0.0075617,-3.47932
32.51,68.44834,427.1163,3.226116,-2.760995,0.007970417,-3.511057,-66.31918,429.042,-7.125536,-2.237476,0.007561128,-3.479482
32.515,68.48669,427.3283,3.221766,-2.761014,0.007970357,-3.511085,-66.23284,428.8017,-6.99545,-2.237497,0.00756051,-3.479662
32.52,68.51685,427.4997,3.219422,-2.761034,0.007970252,-3.511127,-66.1304,428.5135,-6.880073,-2.237515,0.007559896,-3.479844
32.525,68.5438,427.6442,3.221558,-2.761052,0.007970118,-3.511177,-66.01764,428.1923,-6.773719,-2.237527,0.007559336,-3.480019
32.53,68.57177,427.7668,3.230006,-2.761067,0.007969967,-3.51123,-65.89966,427.8523,-6.668537,-2.237528,0.007558861,-3.480179
32.535,68.60314,427.863,3.245425,-2.761077,0.00796981,-3.511282,-65.77949,427.5053,-6.557339,-2.237517,0.007558477,-3.480329
32.54,68.63813,427.9218,3.266939,-2.761085,0.007969659,-3.511332,-65.6584,427.1589,-6.435813,-2.237491,0.007558169,-3.480474
32.545,68.67526,427.9329,3.292089,-2.761093,0.007969525,-3.511376,-65.53713,426.8154,-6.303497,-2.237453,0.007557897,-3.480627
32.55,68.71203,427.8929,3.317222,-2.761104,0.007969423,-3.511413,-65.41681,426.472,-6.163432,-2.237407,0.007557617,-3.480794
32.555,68.74577,427.8101,3.338402,-2.761118,0.007969359,-3.51144,-65.29897,426.1238,-6.020944,-2.23736,0.007557289,-3.48098
32.56,68.77439,427.7036,3.352655,-2.761138,0.007969336,-3.511457,-65.18444,425.7658,-5.882189,-2.237317,0.007556889,-3.481183
32.565,68.7969,427.5991,3.359128,-2.761158,0.007969347,-3.511464,-65.0723,425.3964,-5.752893,-2.237284,0.007556418,-3.481397
32.57,68.81363,427.522,3.359612,-2.761177,0.007969381,-3.511464,-64.95985,425.0179,-5.637444,-2.237261,0.007555895,-3.481612
32.575,68.82587,427.4911,3.358146,-2.761187,0.007969422,-3.511457,-64.84383,424.6364,-5.53841,-2.237248,0.007555356,-3.481818
32.58,68.83518,427.5146,3.359737,-2.761187,0.007969459,-3.511446,-64.72253,424.2609,-5.456418,-2.237241,0.00755484,-3.482005
32.585,68.84274,427.5892,3.36869,-2.761176,0.007969487,-3.511432,-64.59721,423.901,-5.39035,-2.237238,0.00755438,-3.482168
32.59,68.84915,427.7013,3.387223,-2.761156,0.007969506,-3.511415,-64.47227,423.5652,-5.337753,-2.237236,0.007553991,-3.482303
32.595,68.85466,427.8317,3.414902,-2.761132,0.00796952,-3.511399,-64.35384,423.2588,-5.295399,-2.237237,0.00755367,-3.482413
32.6,68.85954,427.9603,3.449042,-2.76111,0.007969533,-3.511383,-64.2478,422.9827,-5.259954,-2.23724,0.007553401,-3.4825
32.605,68.86438,428.0721,3.485827,-2.761095,0.007969549,-3.51137,-64.15792,422.7341,-5.228679,-2.237246,0.007553165,-3.482571
32.61,68.87004,428.1614,3.521648,-2.761087,0.007969572,-3.51136,-64.08499,422.5078,-5.199923,-2.237256,0.007552948,-3.48263
32.615,68.87757,428.234,3.554075,-2.761087,0.007969605,-3.511349,-64.02679,422.2992,-5.173184,-2.237269,0.007552749,-3.482678
32.62,68.88806,428.3046,3.58207,-2.761092,0.007969652,-3.511338,-63.97885,422.1059,-5.148731,-2.237284,0.007552576,-3.482715
32.625,68.90247,428.3927,3.605515,-2.7611,0.007969711,-3.511324,-63.93552,421.929,-5.127115,-2.237299,0.007552441,-3.482738
32.63,68.92168,428.5153,3.624569,-2.761108,0.007969775,-3.511309,-63.89116,421.7726,-5.108965,-2.237314,0.007552351,-3.482746
32.635,68.94633,428.682,3.639359,-2.761114,0.007969832,-3.511295,-63.84149,421.6412,-5.095165,-2.23733,0.007552303,-3.482737
32.64,68.97673,428.8927,3.650095,-2.76112,0.007969867,-3.511288,-63.78463,421.5379,-5.087118,-2.237348,0.007552285,-3.482715
32.645,69.01249,429.1388,3.657257,-2.761126,0.007969872,-3.511289,-63.72167,421.4636,-5.086686,-2.23737,0.007552278,-3.482684
32.65,69.05211,429.4079,3.661528,-2.761134,0.007969843,-3.511302,-63.65654,421.4167,-5.095628,-2.237394,0.00755227,-3.482649
32.655,69.09298,429.6877,3.663311,-2.761144,0.007969788,-3.511324,-63.59505,421.3949,-5.114822,-2.237419,0.00755226,-3.482614
32.66,69.13195,429.9697,3.662112,-2.761157,0.007969718,-3.511352,-63.5434,421.3972,-5.143781,-2.237441,0.007552259,-3.482579
32.665,69.1664,430.2487,3.656304,-2.761171,0.007969651,-3.51138,-63.50663,421.4243,-5.180883,-2.23746,0.007552281,-3.482543
32.67,69.19514,430.5207,3.643582,-2.761185,0.007969599,-3.511402,-63.48752,421.4789,-5.224199,-2.237473,0.007552341,-3.482502
32.675,69.21846,430.7799,3.621925,-2.761194,0.007969568,-3.511416,-63.48617,421.5645,-5.272448,-2.237481,0.007552445,-3.482453
32.68,69.23717,431.0161,3.590568,-2.761197,0.00796956,-3.51142,-63.50051,421.6837,-5.32549,-2.237487,0.007552588,-3.482396
32.685,69.25137,431.2164,3.550483,-2.761191,0.007969568,-3.511415,-63.52715,421.8369,-5.384137,-2.237492,0.007552756,-3.48233
32.69,69.25969,431.3687,3.504142,-2.761178,0.007969582,-3.511404,-63.56255,422.0211,-5.449428,-2.237498,0.007552936,-3.482259
32.695,69.25946,431.467,3.454734,-2.761158,0.007969592,-3.511391,-63.60404,422.2295,-5.521761,-2.237506,0.00755312,-3.482184
32.7,69.24809,431.5154,3.405299,-2.761136,0.007969588,-3.51138,-63.65058,422.4519,-5.600218,-2.237513,0.007553307,-3.482107
32.705,69.22478,431.5274,3.358289,-2.761117,0.00796956,-3.511378,-63.70292,422.6763,-5.682325,-2.23752,0.007553499,-3.482031
32.71,69.19194,431.5217,3.315713,-2.761105,0.0079695,-3.511391,-63.76315,422.891,-5.764281,-2.237524,0.007553698,-3.481958
32.715,69.15549,431.5155,3.279663,-2.761105,0.007969401,-3.51142,-63.83356,423.0866,-5.841542,-2.237523,0.007553904,-3.481888
32.72,69.12365,431.5184,3.252666,-2.761119,0.007969263,-3.511469,-63.91537,423.2588,-5.909582,-2.237518,0.007554115,-3.481823
32.725,69.10447,431.5295,3.23738,-2.761143,0.007969092,-3.511533,-64.00796,423.408,-5.964656,-2.237508,0.007554327,-3.481767
32.73,69.10298,431.5381,3.235644,-2.761171,0.0079689,-3.511605,-64.10891,423.5396,-6.004449,-2.237494,0.007554533,-3.481717
32.735,69.11905,431.5277,3.247446,-2.761195,0.007968707,-3.511676,-64.21463,423.6608,-6.028552,-2.237478,0.007554733,-3.481673
32.74,69.14728,431.4816,3.270465,-2.761211,0.007968533,-3.511737,-64.32115,423.7783,-6.038768,-2.237463,0.007554926,-3.481631
32.745,69.17899,431.3883,3.300516,-2.761215,0.007968398,-3.51178,-64.42474,423.8951,-6.039214,-2.237451,0.007555112,-3.481585
32.75,69.20541,431.2442,3.332643,-2.76121,0.007968308,-3.511804,-64.52228,424.0092,-6.036044,-2.237447,0.007555293,-3.48153
32.755,69.22064,431.0545,3.362329,-2.761199,0.00796826,-3.511813,-64.6113,424.1136,-6.036606,-2.23745,0.007555467,-3.481466
32.76,69.22292,430.8297,3.386333,-2.761187,0.007968235,-3.511814,-64.68983,424.1997,-6.048005,-2.237459,0.007555635,-3.481393
32.765,69.21398,430.581,3.402854,-2.761177,0.007968214,-3.511815,-64.7564,424.2604,-6.075398,-2.237473,0.007555796,-3.481317
32.77,69.19695,430.3156,3.41115,-2.761169,0.007968179,-3.511822,-64.81029,424.2922,-6.120568,-2.237485,0.007555954,-3.481243
32.775,69.17417,430.0346,3.410973,-2.761164,0.007968128,-3.511835,-64.85189,424.2957,-6.181386,-2.237492,0.007556114,-3.481177
32.78,69.14597,429.7343,3.402241,-2.761159,0.007968068,-3.51185,-64.8827,424.2728,-6.252462,-2.237491,0.007556284,-3.48112
32.785,69.11094,429.4103,3.385159,-2.761153,0.007968017,-3.511862,-64.90492,424.2251,-6.326777,-2.237482,0.007556465,-3.481073
32.79,69.06714,429.0624,3.360623,-2.761144,0.00796799,-3.511865,-64.92072,424.152,-6.397667,-2.237467,0.007556649,-3.481033
32.795,69.01344,428.6974,3.33058,-2.761134,0.007967999,-3.511857,-64.93168,424.0521,-6.460379,-2.237451,0.007556822,-3.480999
32.8,68.95016,428.3293,3.298045,-2.761122,0.007968047,-3.511837,-64.93851,423.9255,-6.512746,-2.237438,0.007556964,-3.48097
32.805,68.87889,427.9754,3.266622,-2.761111,0.007968127,-3.511807,-64.94135,423.7762,-6.55498,-2.237431,0.007557064,-3.480946
32.81,68.80174,427.6514,3.239569,-2.7611,0.007968233,-3.511769,-64.94021,423.6134,-6.588903,-2.237432,0.007557124,-3.480925
32.815,68.72071,427.3651,3.218627,-2.761088,0.007968358,-3.511725,-64.93528,423.4512,-6.617012,-2.237437,0.007557156,-3.480905
32.82,68.6372,427.1133,3.203065,-2.761073,0.007968494,-3.511676,-64.92702,423.3058,-6.641656,-2.237445,0.007557184,-3.480883
32.825,68.55208,426.882,3.189478,-2.761054,0.007968638,-3.511623,-64.91606,423.1929,-6.664494,-2.237452,0.00755723,-3.480856
32.83,68.46574,426.6509,3.172566,-2.761031,0.007968786,-3.511567,-64.90338,423.1248,-6.686334,-2.237455,0.00755731,-3.480824
32.835,68.37837,426.4004,3.146691,-2.761006,0.007968937,-3.511508,-64.89077,423.1083,-6.707385,-2.237453,0.00755743,-3.480786
32.84,68.28997,426.1182,3.10765,-2.760982,0.007969091,-3.511449,-64.88127,423.1445,-6.727716,-2.237446,0.007557585,-3.480745
32.845,68.20037,425.8038,3.054049,-2.76096,0.007969248,-3.511391,-64.87921,423.2293,-6.747562,-2.237436,0.007557762,-3.4807
32.85,68.10935,425.4688,2.987825,-2.760942,0.007969409,-3.511333,-64.8893,423.3557,-6.767285,-2.237425,0.007557947,-3.480652
32.855,68.01704,425.1332,2.913934,-2.760927,0.00796957,-3.511276,-64.91525,423.5162,-6.787094,-2.23742,0.007558128,-3.480599
32.86,67.92463,424.8203,2.839403,-2.760911,0.007969725,-3.511221,-64.95842,423.7066,-6.806852,-2.237421,0.007558297,-3.480539
32.865,67.83471,424.5503,2.772039,-2.760892,0.007969871,-3.511168,-65.01724,423.9278,-6.826197,-2.237432,0.007558448,-3.48047
32.87,67.75093,424.3359,2.718976,-2.760868,0.007970004,-3.511115,-65.08767,424.1853,-6.84492,-2.23745,0.007558584,-3.480395
32.875,67.67676,424.1799,2.685167,-2.760836,0.007970134,-3.511059,-65.16462,424.4859,-6.863335,-2.237473,0.007558706,-3.480318
32.88,67.61409,424.0745,2.671898,-2.7608,0.007970275,-3.510998,-65.24363,424.8325,-6.882419,-2.237497,0.007558818,-3.480242
32.885,67.56261,424.0042,2.675838,-2.760761,0.007970442,-3.510927,-65.32199,425.2195,-6.903637,-2.237519,0.007558921,-3.480173
32.89,67.52046,423.9494,2.689292,-2.760724,0.007970644,-3.510847,-65.39899,425.6319,-6.928537,-2.237535,0.007559013,-3.480116
32.895,67.48586,423.8922,2.701984,-2.760694,0.007970878,-3.510761,-65.47529,426.0494,-6.958244,-2.237546,0.007559092,-3.480072
32.9,67.45847,423.8206,2.703921,-2.760672,0.007971128,-3.510674,-65.5519,426.4531,-6.993016,-2.237552,0.007559156,-3.48004
32.905,67.4399,423.7325,2.688349,-2.760656,0.007971373,-3.510592,-65.62927,426.8314,-7.031991,-2.237556,0.007559205,-3.480018
32.91,67.43305,423.636,2.65377,-2.760644,0.007971595,-3.510519,-65.70677,427.1831,-7.073277,-2.23756,0.007559243,-3.479999
32.915,67.4407,423.5471,2.604325,-2.760632,0.007971788,-3.510454,-65.78261,427.5151,-7.114314,-2.237566,0.007559275,-3.479978
32.92,67.46425,423.4842,2.548425,-2.760614,0.007971957,-3.510394,-65.85418,427.8373,-7.152364,-2.237577,0.007559312,-3.479948
32.925,67.50296,423.4621,2.496103,-2.76059,0.007972116,-3.510334,-65.91877,428.1577,-7.184973,-2.237594,0.007559362,-3.479906
32.93,67.55385,423.4869,2.455841,-2.760559,0.007972279,-3.510269,-65.97437,428.4801,-7.210396,-2.237615,0.007559428,-3.479849
32.935,67.6119,423.5535,2.431671,-2.760525,0.00797246,-3.510197,-66.0203,428.8047,-7.227904,-2.237641,0.007559511,-3.47978
32.94,67.67074,423.6471,2.421318,-2.760493,0.007972664,-3.510118,-66.05738,429.1305,-7.237851,-2.23767,0.007559603,-3.479704
32.945,67.72364,423.7476,2.416009,-2.760467,0.007972896,-3.510035,-66.0877,429.4563,-7.241385,-2.237699,0.007559699,-3.479626
32.95,67.76463,423.8345,2.402283,-2.760452,0.00797316,-3.509947,-66.11395,429.7805,-7.23992,-2.237728,0.007559789,-3.479551
32.955,67.78967,423.8916,2.365688,-2.760448,0.007973459,-3.509855,-66.13859,430.0991,-7.234716,-2.237754,0.007559869,-3.479483
32.96,67.79715,423.9095,2.295751,-2.760451,0.007973794,-3.509756,-66.1629,430.4037,-7.226797,-2.237778,0.007559938,-3.479422
