time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
49.8,67.991180865496,-28.0564542001171,-20.4852523404696,-62.750862216594,16.4322390427395,30.8417452910032,67.4544887075186,-21.7528557045625,-19.662419235681,-62.9826518567445,18.7269227358947,24.3583317290158
49.805,66.9992603480048,-27.791678417452,-20.7738495918766,-61.8987323945392,16.04725122215,30.8559973877275,66.6060779995741,-21.4889960707528,-19.4479376951242,-62.2135055404921,18.4395240328359,23.8476209544386
49.81,65.9952049086221,-27.5122928515367,-21.0553611163944,-61.0254576123134,15.6492912020218,30.8611120840126,65.7384331609449,-21.2319810070108,-19.241519895371,-61.4251638385283,18.1381072019643,23.3356348600881
49.815,64.9794063354315,-27.2189209588488,-21.3287922211258,-60.1316761789184,15.2389270714738,30.8565615290452,64.8515202959407,-20.9822189017757,-19.0445303906477,-60.618174148677,17.8227547774411,22.8245679447696
49.82,63.9522652731463,-26.9122843462226,-21.5932311391695,-59.2180999570062,14.8168026091199,30.8418379409886,63.9454347457037,-20.7399951163698,-18.8582045572905,-59.7931423390898,17.4936417092691,22.3165806012039
49.825,62.914199580546,-26.5931934439907,-21.8478555224331,-58.285512865304,14.3836297508592,30.8164577218931,63.0204093141168,-20.5054732324701,-18.6836369673216,-58.9507323299612,17.1510363417926,21.8137721303795
49.83,61.8656530179698,-26.2625371136802,-22.091937250547,-57.3347688463343,13.9401803459574,30.7799656816907,62.0768202462161,-20.2786986667042,-18.5217728226245,-58.0916653227265,16.7953001089173,21.3181553276027
49.835,60.8071040131382,-25.9212714377309,-22.3248455446568,-56.3667893010209,13.4872774038101,30.731939318502,61.1151908637096,-20.0596044413049,-18.3734024534785,-57.2167186412836,16.4268859317879,20.8316330626474
49.84,59.7390742343192,-25.5704079521559,-22.5460484231367,-55.3825599961513,13.025786033227,30.6719930931091,60.1361928051529,-19.8480188534553,-18.2391588066058,-56.3267241555274,16.0463353256139,20.3559772149538
49.845,58.6621366880825,-25.2110015879771,-22.7551125809111,-54.3831274547595,12.5566042671753,30.5997826264166,59.1406448599656,-19.643674749996,-18.1195177759746,-55.4225662646182,15.6542742419924,19.8928102563452
49.85,57.5769230552143,-24.8441385836199,-22.9517018139797,-53.3695948433014,12.0806539494497,30.5150087410965,58.1295094252836,-19.4462200893084,-18.0148011660691,-54.5051794256549,15.2514076913697,19.4435897003783
49.855,56.4841299828913,-24.470924618569,-23.1355741451752,-52.3431173730067,11.598871837381,30.4174212634543,57.1038866521236,-19.2552294587139,-17.9251820234502,-53.5755452225866,14.8385132076875,19.0095955617619
49.86,55.3845240640705,-24.0924733992265,-23.3065778355531,-51.3048972361177,11.1122010490752,30.3068224998769,56.0650063824327,-19.0702162134239,-17.8506920290837,-52.6346889801022,14.416433234883,18.5919208943065
49.865,54.2789452573397,-23.7098959022966,-23.4646464875939,-50.2561781011047,10.6215829584204,30.1830703049481,55.0142180123435,-18.8906449110926,-17.7912306116927,-51.683675937761,13.9860665346572,18.1914654052754
49.87,53.1683085341717,-23.3242904506871,-23.6097934609581,-49.1982391947692,10.1279496200096,30.0460806661087,53.9529784513532,-18.715943733083,-17.7465754216947,-50.7236070105761,13.5483587387546,17.8089320816331
49.875,52.053603587224,-22.9367337634515,-23.7421058283773,-48.1323890036614,9.63221679168515,29.8958297428152,52.8828383839264,-18.5455166081965,-17.7163937963087,-49.755614173449,13.1042921977581,17.4448267123702
49.88,50.9358924927506,-22.5482730860608,-23.8617380982358,-47.0599586324255,9.1352776148676,29.7323553161338,51.8054270794533,-18.3787547854577,-17.7002548490495,-48.7808555180732,12.6548753109867,17.09946015187
49.885,49.816305289588,-22.159919471357,-23.9689059218054,-45.9822948621808,8.63799701033963,29.5557576265575,50.7224360367721,-18.2150476383629,-17.6976418305478,-47.80051004198,12.2011315555491,16.7729531412393
49.89,48.6960335117599,-21.7726422456422,-24.063879987567,-44.9007529572645,8.14120684630548,29.36619960192,49.6356017870992,-18.0537925226957,-17.7079644314798,-46.8157722399565,11.7440884626492,16.4652434852735
49.895,47.5763217862373,-21.3873646590314,-24.1469802833197,-43.816689273014,7.64570193231938,29.1639065017092,48.5466882103284,-17.8944035524857,-17.7305707309844,-45.8278465776322,11.2847668111175,16.1760953693639
